no.,receiving_date,location,harvesting_date,mass_g,volume_ml,yield_of_juice_ml,polyphenols_content_mg,polyphenols_concentration_mggae/ml,length,width,location_ElJahliye,location_Hasbaya,location_Rachiine,day_time_diff,n_days,maturity,humidity,solar_radiation,air_temperature,degree_brix,ta_av,mi,Cluster,polyphenols_category
259.0,2023-10-04,Rachiine,2023-10-04,502.95,500.0,176.0,635.663,3.611721612,85.68,96.12,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,15.1,2.45333333333333,6.15489130434783,0,high
260.0,2023-10-04,Rachiine,2023-10-04,391.78,380.0,158.0,561.39194,3.553113553,80.425,84.98,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,14.9,2.048,7.275390625,0,high
261.0,2023-10-04,Rachiine,2023-10-04,431.28,430.0,146.0,341.20147,2.336996337,83.15,86.21,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,15.5,2.32533333333333,6.66571100917432,0,moderate
262.0,2023-10-04,Rachiine,2023-10-04,303.84,300.0,121.0,304.93773,2.52014652,72.205,81.07,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,15.0,2.66666666666667,5.62499999999999,0,moderate
263.0,2023-10-04,Rachiine,2023-10-04,317.13,310.0,103.0,299.19048,2.904761905,75.17,82.6,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,15.0,2.19733333333333,6.82645631067962,0,moderate
264.0,2023-10-04,Rachiine,2023-10-04,384.81,380.0,156.0,293.71429,1.882783883,82.99,89.41,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,14.5,2.26133333333333,6.4121462264151,0,moderate
265.0,2023-10-04,Rachiine,2023-10-04,409.54,390.0,165.0,458.13187,2.776556777,83.165,91.88,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,15.1,2.38933333333333,6.31975446428572,0,high
266.0,2023-10-04,Rachiine,2023-10-04,322.57,310.0,109.0,283.87912,2.604395604,80.24,80.02,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,14.4,2.19733333333333,6.55339805825244,0,moderate
267.0,2023-10-04,Rachiine,2023-10-04,301.08,290.0,115.0,241.37363,2.098901099,74.875,78.06,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,15.2,2.432,6.25,0,moderate
268.0,2023-10-04,Rachiine,2023-10-04,309.19,300.0,124.0,266.62271,2.15018315,76.165,84.48,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,14.5,2.19733333333333,6.5989077669903,0,moderate
269.0,2023-10-04,Rachiine,2023-10-04,305.62,290.0,122.0,226.57143,1.857142857,80.48,84.1,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,14.5,2.13333333333333,6.79687500000001,0,moderate
270.0,2023-10-04,Rachiine,2023-10-04,373.7,350.0,150.0,390.10989,2.600732601,81.72,87.59,False,False,True,0.037037037037037,0,False,71.67,223.0,21.62,15.2,2.53866666666667,5.98739495798319,0,moderate
271.0,2023-10-06,ElJahliye,2023-10-05,107.66,110.0,33.0,112.41758,3.406593407,46.67,56.01,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,14.1,1.55733333333333,9.0539383561644,1,low
272.0,2023-10-06,ElJahliye,2023-10-05,213.38,200.0,83.0,252.04029,3.036630037,62.5,69.26,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,15.0,1.70666666666667,8.78906249999998,1,moderate
273.0,2023-10-06,ElJahliye,2023-10-05,154.68,150.0,54.0,154.87912,2.868131868,51.07,66.92,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,15.3,1.664,9.19471153846154,1,low
274.0,2023-10-06,ElJahliye,2023-10-05,108.16,100.0,36.0,100.21978,2.783882784,48.105,57.41,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,15.0,1.55733333333333,9.63184931506851,1,low
275.0,2023-10-06,ElJahliye,2023-10-05,158.36,150.0,52.0,135.80952,2.611721612,54.705,64.18,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,15.7,1.49333333333333,10.5133928571429,1,low
276.0,2023-10-06,ElJahliye,2023-10-05,208.82,200.0,73.0,248.41392,3.402930403,59.235,73.05,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,14.9,1.664,8.95432692307692,1,moderate
277.0,2023-10-06,ElJahliye,2023-10-05,152.42,150.0,56.0,163.69231,2.923076923,52.655,64.83,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,15.0,1.792,8.37053571428571,1,low
278.0,2023-10-06,ElJahliye,2023-10-05,151.74,150.0,55.0,202.0696,3.673992674,53.725,62.51,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,15.0,1.68533333333333,8.90031645569622,1,moderate
279.0,2023-10-06,ElJahliye,2023-10-05,134.93,130.0,50.0,152.1978,3.043956044,50.295,60.76,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,14.8,1.536,9.63541666666667,1,low
280.0,2023-10-06,ElJahliye,2023-10-05,208.38,200.0,73.0,206.69963,2.831501832,58.985,73.04,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,15.5,1.6,9.6875,1,moderate
281.0,2023-10-06,ElJahliye,2023-10-05,124.78,120.0,41.0,118.64469,2.893772894,47.49,59.83,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,15.5,1.57866666666667,9.81841216216214,1,low
282.0,2023-10-06,ElJahliye,2023-10-05,141.9,140.0,51.0,153.18681,3.003663004,49.75,65.33,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,15.0,1.792,8.37053571428571,1,low
283.0,2023-10-06,ElJahliye,2023-10-05,138.02,130.0,40.0,127.61905,3.19047619,50.525,65.36,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,15.1,1.62133333333333,9.31332236842107,1,low
284.0,2023-10-06,ElJahliye,2023-10-05,119.54,120.0,43.0,155.93407,3.626373626,47.555,59.03,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,14.7,1.55733333333333,9.43921232876714,1,low
285.0,2023-10-06,ElJahliye,2023-10-05,115.55,110.0,40.0,104.0293,2.600732601,48.14,57.9,True,False,False,0.074074074074074,1,False,55.9,130.0,21.28,13.0,1.62133333333333,8.01809210526317,1,low
286.0,2023-10-06,ElJahliye,2023-10-05,175.95,170.0,63.0,229.38462,3.641025641,56.555,65.47,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,14.5,1.68533333333333,8.60363924050635,1,moderate
287.0,2023-10-06,ElJahliye,2023-10-05,239.96,230.0,86.0,265.56044,3.087912088,62.655,76.84,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,15.2,1.68533333333333,9.01898734177217,1,moderate
288.0,2023-10-06,ElJahliye,2023-10-05,190.96,180.0,65.0,193.09524,2.970695971,59.575,69.77,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,15.2,1.62133333333333,9.37500000000002,1,low
289.0,2023-10-06,ElJahliye,2023-10-05,239.92,230.0,90.0,255.82418,2.842490842,62.92,76.57,True,False,False,0.074074074074074,1,False,55.9,130.0,21.28,15.4,2.048,7.51953125,1,moderate
290.0,2023-10-06,ElJahliye,2023-10-05,184.35,180.0,68.0,186.06593,2.736263736,56.615,63.87,True,False,False,0.074074074074074,1,False,55.9,130.0,21.28,17.0,3.328,5.10817307692308,1,low
291.0,2023-10-06,ElJahliye,2023-10-05,95.96,100.0,29.0,113.13187,3.901098901,43.67,53.96,True,False,False,0.074074074074074,1,False,55.9,130.0,21.28,15.3,1.89866666666667,8.05828651685392,1,low
292.0,2023-10-06,ElJahliye,2023-10-05,184.86,180.0,60.0,174.94505,2.915750916,56.12,67.21,True,False,False,0.074074074074074,1,True,55.9,130.0,21.28,15.6,1.92,8.125,1,low
293.0,2023-10-06,ElJahliye,2023-10-06,164.62,160.0,52.0,127.42857,2.450549451,54.185,64.99,True,False,False,0.1111111111111111,0,True,73.88,147.0,19.84,14.8,1.64266666666667,9.00974025974024,1,low
294.0,2023-10-06,ElJahliye,2023-10-06,269.72,260.0,111.0,290.71429,2.619047619,63.24,77.09,True,False,False,0.1111111111111111,0,True,73.88,147.0,19.84,15.0,1.62133333333333,9.25164473684212,1,moderate
295.0,2023-10-06,ElJahliye,2023-10-06,308.71,290.0,118.0,302.13187,2.56043956,68.83,81.77,True,False,False,0.1111111111111111,0,True,73.88,147.0,19.84,14.8,1.62133333333333,9.12828947368423,0,moderate
296.0,2023-10-11,Hasbaya,2023-10-10,244.5,240.0,96.0,269.71429,2.80952381,61.325,77.09,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,14.7,1.87733333333333,7.8302556818182,2,moderate
297.0,2023-10-11,Hasbaya,2023-10-10,234.99,230.0,94.0,205.21612,2.183150183,61.805,73.16,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,14.8,1.87733333333333,7.88352272727274,2,moderate
298.0,2023-10-11,Hasbaya,2023-10-10,303.23,300.0,32.0,84.630037,2.644688645,59.905,79.4,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.0,1.94133333333333,7.72664835164836,2,low
299.0,2023-10-11,Hasbaya,2023-10-10,279.0,270.0,115.0,240.53114,2.091575092,64.475,76.71,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.0,1.984,7.56048387096774,2,moderate
300.0,2023-10-11,Hasbaya,2023-10-10,176.77,170.0,74.0,144.20513,1.948717949,53.52,63.1,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,14.9,2.13333333333333,6.98437500000001,2,low
301.0,2023-10-11,Hasbaya,2023-10-10,160.03,150.0,62.0,169.19414,2.728937729,51.795,69.36,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,14.9,2.02666666666667,7.35197368421051,2,low
302.0,2023-10-11,Hasbaya,2023-10-10,210.11,200.0,85.0,233.82784,2.750915751,55.545,72.53,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.1,2.02666666666667,7.45065789473683,2,moderate
303.0,2023-10-11,Hasbaya,2023-10-10,263.64,250.0,101.0,266.37363,2.637362637,59.34,78.88,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,14.9,2.21866666666667,6.71574519230768,2,moderate
304.0,2023-10-11,Hasbaya,2023-10-10,309.06,300.0,133.0,262.58974,1.974358974,63.865,75.99,False,True,False,0.2592592592592592,1,True,73.95,130.0,20.7,15.0,1.74933333333333,8.57469512195124,2,moderate
305.0,2023-10-11,Hasbaya,2023-10-10,309.92,300.0,127.0,241.90476,1.904761905,66.545,77.86,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.0,1.87733333333333,7.99005681818183,2,moderate
306.0,2023-10-11,Hasbaya,2023-10-10,301.94,300.0,121.0,331.97436,2.743589744,75.455,75.24,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.5,2.02666666666667,7.64802631578946,2,moderate
307.0,2023-10-11,Hasbaya,2023-10-10,338.32,320.0,135.0,464.83516,3.443223443,64.185,78.22,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.0,2.048,7.32421875,2,high
308.0,2023-10-11,Hasbaya,2023-10-10,108.83,100.0,41.0,128.70696,3.139194139,46.09,54.93,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,14.8,2.28266666666667,6.48364485981307,2,low
309.0,2023-10-11,Hasbaya,2023-10-10,331.53,320.0,127.0,318.1978,2.505494505,69.32,84.45,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,14.0,2.09066666666667,6.69642857142856,2,moderate
310.0,2023-10-11,Hasbaya,2023-10-10,369.28,360.0,165.0,310.05495,1.879120879,67.965,86.36,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.2,2.09066666666667,7.27040816326529,2,moderate
311.0,2023-10-11,Hasbaya,2023-10-10,227.92,220.0,95.0,155.91603,1.64122137,59.315,76.91,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.4,2.02666666666667,7.5986842105263,2,low
312.0,2023-10-11,Hasbaya,2023-10-10,156.34,150.0,66.0,116.0458,1.75826972,56.575,66.46,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,14.7,1.984,7.40927419354839,2,low
313.0,2023-10-11,Hasbaya,2023-10-10,219.17,220.0,86.0,154.71247,1.79898219,58.135,72.61,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.2,2.21866666666667,6.85096153846153,2,low
314.0,2023-10-11,Hasbaya,2023-10-10,196.83,190.0,70.0,118.80407,1.69720102,56.95,69.84,False,True,False,0.2592592592592592,1,True,73.95,130.0,20.7,14.5,1.68533333333333,8.60363924050635,2,low
315.0,2023-10-11,Hasbaya,2023-10-10,111.12,110.0,42.0,68.931298,1.64122137,47.205,56.57,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.2,1.984,7.66129032258065,2,low
316.0,2023-10-11,Hasbaya,2023-10-10,179.1,170.0,70.0,125.92875,1.79898219,53.17,65.67,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,16.2,2.15466666666667,7.51856435643563,2,low
317.0,2023-10-11,Hasbaya,2023-10-10,201.79,200.0,80.0,105.44529,1.31806616,57.235,67.63,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.8,2.00533333333333,7.87898936170214,2,low
318.0,2023-10-11,Hasbaya,2023-10-10,386.02,380.0,164.0,289.19084,1.76335878,72.08,81.49,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.0,2.26133333333333,6.63325471698114,2,moderate
319.0,2023-10-11,Hasbaya,2023-10-10,286.89,270.0,124.0,217.3944,1.75318066,64.68,80.15,False,True,False,0.2592592592592592,1,False,73.95,130.0,20.7,15.2,1.89866666666667,8.00561797752808,2,moderate
320.0,2023-10-11,Rachiine,2023-10-11,356.76,350.0,142.0,249.31298,1.75572519,79.71,84.38,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,16.0,2.624,6.09756097560976,0,moderate
321.0,2023-10-11,Rachiine,2023-10-11,476.35,470.0,160.0,358.26972,2.23918575,84.875,91.56,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.5,2.32533333333333,6.66571100917432,0,moderate
322.0,2023-10-11,Rachiine,2023-10-11,441.31,430.0,162.0,429.93893,2.65394402,81.845,89.08,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.4,2.58133333333333,5.9659090909091,0,high
323.0,2023-10-11,Rachiine,2023-10-11,286.56,280.0,88.0,240.26463,2.7302799,72.04,80.93,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.1,2.496,6.04967948717949,0,moderate
324.0,2023-10-11,Rachiine,2023-10-11,436.98,430.0,155.0,369.55471,2.38422392,81.07,83.57,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.6,2.58133333333333,6.04338842975207,0,moderate
325.0,2023-10-11,Rachiine,2023-10-11,350.91,340.0,141.0,390.70992,2.77099237,74.175,87.08,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.5,2.88,5.38194444444444,0,moderate
326.0,2023-10-11,Rachiine,2023-10-11,313.47,310.0,114.0,155.77099,1.36641221,70.535,84.03,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.0,2.304,6.51041666666667,0,low
327.0,2023-10-11,Rachiine,2023-10-11,360.06,350.0,140.0,260.05089,1.85750636,72.73,88.03,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.3,2.53866666666667,6.02678571428571,0,moderate
328.0,2023-10-11,Rachiine,2023-10-11,347.3,340.0,111.0,229.34351,2.06615776,75.195,87.08,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.6,2.06933333333333,7.53865979381445,0,moderate
329.0,2023-10-11,Rachiine,2023-10-11,373.16,360.0,143.0,284.18066,1.98727735,73.215,87.26,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.0,2.368,6.33445945945946,0,moderate
330.0,2023-10-11,Rachiine,2023-10-11,346.74,330.0,113.0,295.00763,2.61068702,74.31,87.25,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.9,2.73066666666667,5.82275390624999,0,moderate
331.0,2023-10-11,Rachiine,2023-10-11,356.34,350.0,142.0,313.98982,2.21119593,77.43,85.42,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,14.9,2.51733333333333,5.91896186440679,0,moderate
332.0,2023-10-11,Rachiine,2023-10-11,420.17,420.0,130.0,182.92621,1.40712468,81.72,88.78,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.2,2.13333333333333,7.12500000000001,0,low
333.0,2023-10-11,Rachiine,2023-10-11,300.96,300.0,107.0,169.89313,1.58778626,69.94,81.02,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.2,2.32533333333333,6.53669724770643,0,low
334.0,2023-10-11,Rachiine,2023-10-11,337.88,330.0,112.0,273.58779,2.44274809,74.45,85.75,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.0,2.368,6.33445945945946,0,moderate
335.0,2023-10-11,Rachiine,2023-10-11,395.6,390.0,142.0,406.84987,2.86513995,80.135,85.41,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.5,2.32533333333333,6.66571100917432,0,high
336.0,2023-10-11,Rachiine,2023-10-11,438.99,430.0,167.0,307.65394,1.84223919,81.12,93.3,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.4,2.34666666666667,6.56249999999999,0,moderate
337.0,2023-10-11,Rachiine,2023-10-11,440.03,430.0,174.0,307.70992,1.76844784,82.95,92.72,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.2,2.368,6.41891891891892,0,moderate
338.0,2023-10-11,Rachiine,2023-10-11,352.14,350.0,129.0,263.58015,2.043257,80.81,90.82,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.0,2.53866666666667,5.90861344537814,0,moderate
339.0,2023-10-11,Rachiine,2023-10-11,512.6,500.0,145.0,244.61832,1.6870229,84.14,100.86,False,False,True,0.2962962962962963,0,False,71.66,129.0,21.45,15.1,2.19733333333333,6.87196601941749,0,moderate
340.0,2023-10-13,ElJahliye,2023-10-12,240.54,240.0,82.0,238.48855,2.90839695,62.56,72.09,True,False,False,0.3333333333333333,1,True,85.59,109.0,17.53,16.0,1.77066666666667,9.03614457831324,1,moderate
341.0,2023-10-13,ElJahliye,2023-10-12,267.1,260.0,95.0,316.42494,3.3307888,58.755,76.14,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,16.0,2.496,6.41025641025641,1,moderate
342.0,2023-10-13,ElJahliye,2023-10-12,228.82,220.0,80.0,167.73537,2.09669211,65.61,72.26,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,15.0,1.87733333333333,7.99005681818183,1,low
343.0,2023-10-13,ElJahliye,2023-10-12,285.28,270.0,110.0,244.07125,2.21882952,66.36,79.96,True,False,False,0.3333333333333333,1,True,85.59,109.0,17.53,15.1,1.74933333333333,8.63185975609758,1,moderate
344.0,2023-10-13,ElJahliye,2023-10-12,326.23,310.0,122.0,404.18321,3.3129771,63.815,80.45,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,15.6,2.24,6.96428571428571,1,high
345.0,2023-10-13,ElJahliye,2023-10-12,249.34,250.0,81.0,141.38931,1.74554707,66.995,71.38,True,False,False,0.3333333333333333,1,True,85.59,109.0,17.53,15.5,1.68533333333333,9.19699367088609,1,low
346.0,2023-10-13,ElJahliye,2023-10-12,263.56,250.0,95.0,130.05089,1.36895674,64.705,76.8,True,False,False,0.3333333333333333,1,True,85.59,109.0,17.53,15.2,1.68533333333333,9.01898734177217,1,low
347.0,2023-10-13,ElJahliye,2023-10-12,221.04,210.0,74.0,156.47328,2.11450382,58.18,76.19,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,16.0,2.53866666666667,6.30252100840335,1,low
348.0,2023-10-13,ElJahliye,2023-10-12,264.65,250.0,94.0,252.10178,2.68193384,63.625,77.91,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,16.0,2.176,7.35294117647059,1,moderate
349.0,2023-10-13,ElJahliye,2023-10-12,354.53,340.0,137.0,289.68702,2.11450382,71.51,84.22,True,False,False,0.3333333333333333,1,True,85.59,109.0,17.53,16.5,1.984,8.31653225806452,0,moderate
350.0,2023-10-13,ElJahliye,2023-10-12,245.56,240.0,81.0,205.28244,2.53435115,63.89,73.6,True,False,False,0.3333333333333333,1,True,85.59,109.0,17.53,15.5,1.83466666666667,8.44840116279068,1,moderate
351.0,2023-10-13,ElJahliye,2023-10-12,343.77,330.0,131.0,413.33333,3.15521628,72.455,86.47,True,False,False,0.3333333333333333,1,True,85.59,109.0,17.53,16.0,1.96266666666667,8.15217391304346,0,high
352.0,2023-10-13,ElJahliye,2023-10-12,262.4,250.0,91.0,214.4173,2.3562341,64.075,74.66,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,17.0,2.112,8.04924242424242,1,moderate
353.0,2023-10-13,ElJahliye,2023-10-12,243.07,240.0,81.0,196.21374,2.42239186,60.655,73.91,True,False,False,0.3333333333333333,1,True,85.59,109.0,17.53,16.0,1.89866666666667,8.42696629213482,1,low
354.0,2023-10-13,ElJahliye,2023-10-12,318.49,300.0,115.0,399.13486,3.47073791,68.025,83.03,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,16.9,2.34666666666667,7.20170454545454,1,moderate
355.0,2023-10-13,ElJahliye,2023-10-12,295.77,280.0,116.0,382.53435,3.29770992,66.54,78.59,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,16.4,2.15466666666667,7.61138613861385,1,moderate
356.0,2023-10-13,ElJahliye,2023-10-12,239.09,230.0,81.0,251.8626,3.10941476,62.0,75.46,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,16.0,2.28266666666667,7.00934579439251,1,moderate
357.0,2023-10-13,ElJahliye,2023-10-12,287.62,270.0,112.0,303.3333333,2.708333333,73.86,83.74,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,15.5,2.19733333333333,7.05400485436894,1,moderate
358.0,2023-10-13,ElJahliye,2023-10-12,361.98,350.0,145.0,522.3717949,3.602564103,76.295,83.26,True,False,False,0.3333333333333333,1,False,85.59,109.0,17.53,15.6,2.944,5.29891304347826,0,high
