no.,receiving_date,location,harvesting_date,mass_g,volume_ml,yield_of_juice_ml,polyphenols_content_mg,polyphenols_concentration_mggae/ml,length,width,location_ElJahliye,location_Hasbaya,location_Rachiine,day_time_diff,n_days,maturity,humidity,solar_radiation,air_temperature,degree_brix,ta_av,mi,Cluster,polyphenols_category,mean_R,mean_G,mean_B,mean_intensity,variance_intensity,skewness_intensity,kurtosis_intensity,median_intensity,mode_intensity,mean_a,mean_b,mean_L,mean_intensity_lab,variance_intensity_lab,skewness_intensity_lab,kurtosis_intensity_lab,median_intensity_lab,mode_intensity_lab
425.0,2023-10-30,ElJahliye,2023-10-26,152.64,150.0,49.0,167.5737179,3.419871795,56.09,61.75,True,False,False,0.8518518518518519,4,False,33.05,68.0,23.89,17.0,2.19733333333333,7.7366504854369,1,low,169.16936,121.37148,119.11316,0.0,977.400298222222,33005.145012138084,2791295.8284735815,126.0,128.0,169.16936,121.37148,119.11316,0.0,977.400298222222,33005.145012138084,2791295.8284735815,126.0,128.0
426.0,2023-10-30,ElJahliye,2023-10-26,235.67,240.0,89.0,279.5512821,3.141025641,65.275,72.24,True,False,False,0.8518518518518519,4,False,33.05,68.0,23.89,16.6,2.47466666666667,6.70797413793103,1,moderate,172.4966,122.4869,122.45526,0.0,947.5127966291554,24808.03937032004,2358514.229678064,128.0,128.0,172.4966,122.4869,122.45526,0.0,947.5127966291554,24808.03937032004,2358514.229678064,128.0,128.0
427.0,2023-10-30,ElJahliye,2023-10-26,217.54,220.0,75.0,207.9326923,2.772435897,66.505,74.55,True,False,False,0.8518518518518519,4,False,33.05,68.0,23.89,15.9,2.28266666666667,6.96553738317756,1,moderate,148.04622,120.59922,124.43034,0.0,482.33128859906674,8184.207498832372,717231.197440771,126.0,125.0,148.04622,120.59922,124.43034,0.0,482.33128859906674,8184.207498832372,717231.197440771,126.0,125.0
428.0,2023-10-30,ElJahliye,2023-10-26,212.05,220.0,70.0,191.3782051,2.733974359,61.265,67.08,True,False,False,0.8518518518518519,4,True,33.05,68.0,23.89,16.0,1.94133333333333,8.24175824175826,1,low,141.20572,135.61514,106.507,0.0,1521.5358630911558,8416.66775480152,5575059.768337748,127.0,128.0,141.20572,135.61514,106.507,0.0,1521.5358630911558,8416.66775480152,5575059.768337748,127.0,128.0
429.0,2023-10-30,ElJahliye,2023-10-26,184.7,180.0,63.0,169.6153846,2.692307692,54.71,65.8,True,False,False,0.8518518518518519,4,False,33.05,68.0,23.89,16.2,2.048,7.91015625,1,low,160.526,120.64944,125.0604,0.0,760.4601399438222,21194.646739946023,1574730.0354882814,126.0,128.0,160.526,120.64944,125.0604,0.0,760.4601399438222,21194.646739946023,1574730.0354882814,126.0,128.0
430.0,2023-10-30,ElJahliye,2023-10-26,157.6,160.0,54.0,187.2692308,3.467948718,56.53,67.65,True,False,False,0.8518518518518519,4,False,33.05,68.0,23.89,14.9,2.432,6.12664473684211,1,low,169.1522,126.68138,118.39608,0.0,1104.2211995871555,22367.843464002042,3365791.3137264587,128.0,125.0,169.1522,126.68138,118.39608,0.0,1104.2211995871555,22367.843464002042,3365791.3137264587,128.0,125.0
431.0,2023-10-30,ElJahliye,2023-10-26,126.97,130.0,36.0,111.1153846,3.086538462,44.12,53.99,True,False,False,0.8518518518518519,4,True,33.05,68.0,23.89,15.1,1.64266666666667,9.19237012987011,1,low,162.5009,123.1368,125.7614,0.0,497.52160213222214,8083.759047516006,607315.4354697802,128.0,126.0,162.5009,123.1368,125.7614,0.0,497.52160213222214,8083.759047516006,607315.4354697802,128.0,126.0
432.0,2023-10-30,ElJahliye,2023-10-26,170.09,170.0,51.0,229.3365385,4.496794872,56.13,65.92,True,False,False,0.8518518518518519,4,False,33.05,68.0,23.89,16.8,2.45333333333333,6.84782608695653,1,moderate,167.60576,123.79402,119.57546,0.0,905.8152785491556,26764.06537352573,2194554.3082268992,126.0,128.0,167.60576,123.79402,119.57546,0.0,905.8152785491556,26764.06537352573,2194554.3082268992,126.0,128.0
433.0,2023-10-30,ElJahliye,2023-10-26,221.26,210.0,74.0,246.9038462,3.336538462,66.3,76.6,True,False,False,0.8518518518518519,4,False,33.05,68.0,23.89,17.1,2.58133333333333,6.62448347107439,1,moderate,166.93892,120.98978,117.22574,0.0,941.1957631429334,33826.417949908406,2811391.314254208,126.0,128.0,166.93892,120.98978,117.22574,0.0,941.1957631429334,33826.417949908406,2811391.314254208,126.0,128.0
434.0,2023-10-30,ElJahliye,2023-10-26,173.63,170.0,61.0,161.8846154,2.653846154,57.195,63.47,True,False,False,0.8518518518518519,4,True,33.05,68.0,23.89,15.9,1.89866666666667,8.37429775280897,1,low,164.45154,122.52146,124.6962,0.0,918.8008945955553,20633.96236848758,2186550.5899980417,127.0,128.0,164.45154,122.52146,124.6962,0.0,918.8008945955553,20633.96236848758,2186550.5899980417,127.0,128.0
435.0,2023-10-30,ElJahliye,2023-10-26,148.61,140.0,45.0,154.4711538,3.432692308,53.0,60.51,True,False,False,0.8518518518518519,4,True,33.05,68.0,23.89,17.4,1.984,8.77016129032258,1,low,160.07922,117.61304,125.4051,0.0,839.4786801144888,27043.797480042074,2171254.9891329277,126.0,128.0,160.07922,117.61304,125.4051,0.0,839.4786801144888,27043.797480042074,2171254.9891329277,126.0,128.0
436.0,2023-10-30,ElJahliye,2023-10-26,238.9,230.0,84.0,261.6923077,3.115384615,60.74,74.18,True,False,False,0.8518518518518519,4,False,33.05,68.0,23.89,16.8,2.21866666666667,7.57211538461537,1,moderate,148.87896,128.4799,109.14658,0.0,1151.4771167118224,27384.81342966427,4189250.5271144523,126.0,128.0,148.87896,128.4799,109.14658,0.0,1151.4771167118224,27384.81342966427,4189250.5271144523,126.0,128.0
437.0,2023-10-30,ElJahliye,2023-10-26,279.84,260.0,62.0,164.3397436,2.650641026,64.785,78.87,True,False,False,0.8518518518518519,4,True,33.05,68.0,23.89,15.6,1.62133333333333,9.62171052631581,1,low,165.77388,125.04222,122.62854,0.0,694.2271839189334,12752.108272815236,1262429.8182984744,128.0,128.0,165.77388,125.04222,122.62854,0.0,694.2271839189334,12752.108272815236,1262429.8182984744,128.0,128.0
438.0,2023-10-30,ElJahliye,2023-10-26,188.21,180.0,61.0,143.7019231,2.355769231,56.19,67.85,True,False,False,0.8518518518518519,4,False,33.05,68.0,23.89,13.5,1.728,7.8125,1,low,143.77586,121.64444,123.40152,0.0,646.4749190986223,4141.056905413851,1449443.7257184524,125.0,125.0,143.77586,121.64444,123.40152,0.0,646.4749190986223,4141.056905413851,1449443.7257184524,125.0,125.0
439.0,2023-10-30,ElJahliye,2023-10-26,190.88,190.0,60.0,128.0769231,2.134615385,58.465,68.77,True,False,False,0.8518518518518519,4,True,33.05,68.0,23.89,15.5,1.89866666666667,8.1636235955056,1,low,156.44222,120.72078,121.6376,0.0,839.7456088488889,26619.131221375406,2122094.3067160607,126.0,128.0,156.44222,120.72078,121.6376,0.0,839.7456088488889,26619.131221375406,2122094.3067160607,126.0,128.0
440.0,2023-10-30,ElJahliye,2023-10-26,189.21,180.0,61.0,102.4487179,1.679487179,56.795,67.59,True,False,False,0.8518518518518519,4,True,33.05,68.0,23.89,16.4,1.62133333333333,10.1151315789474,1,low,161.22896,128.23216,116.27594,0.0,1236.000698061822,15610.55222202981,4092821.8347890675,128.0,125.0,161.22896,128.23216,116.27594,0.0,1236.000698061822,15610.55222202981,4092821.8347890675,128.0,125.0
441.0,2023-10-30,ElJahliye,2023-10-26,230.05,220.0,71.0,108.0929487,1.522435897,66.805,75.76,True,False,False,0.8518518518518519,4,True,33.05,68.0,23.89,16.0,1.92,8.33333333333333,1,low,157.51088,119.59378,123.02588,0.0,789.497753256489,23126.515139419833,2032632.2239816263,126.0,128.0,157.51088,119.59378,123.02588,0.0,789.497753256489,23126.515139419833,2032632.2239816263,126.0,128.0
442.0,2023-10-30,ElJahliye,2023-10-26,149.23,150.0,45.0,72.83653846,1.618589744,52.52,60.85,True,False,False,0.8518518518518519,4,True,33.05,68.0,23.89,15.2,1.856,8.18965517241379,1,low,149.37934,123.48478,123.72164,0.0,864.8902494691556,4079.780056992703,2438202.1826279284,127.0,126.0,149.37934,123.48478,123.72164,0.0,864.8902494691556,4079.780056992703,2438202.1826279284,127.0,126.0
443.0,2023-10-30,ElJahliye,2023-10-26,265.99,260.0,85.0,147.6602564,1.737179487,63.995,74.69,True,False,False,0.8518518518518519,4,True,33.05,68.0,23.89,15.7,1.77066666666667,8.86671686746986,1,low,164.77378,121.35946,117.57296,0.0,933.9381557288889,34733.919250907114,2873397.9881360047,126.0,128.0,164.77378,121.35946,117.57296,0.0,933.9381557288889,34733.919250907114,2873397.9881360047,126.0,128.0
444.0,2023-10-30,ElJahliye,2023-10-26,171.43,170.0,56.0,121.6923077,2.173076923,57.0,62.58,True,False,False,0.8518518518518519,4,True,33.05,68.0,23.89,17.0,1.96266666666667,8.66168478260868,1,low,161.4469,118.83606,122.04792,0.0,761.6023420472891,24608.409848720275,1929996.3097420451,126.0,128.0,161.4469,118.83606,122.04792,0.0,761.6023420472891,24608.409848720275,1929996.3097420451,126.0,128.0
445.0,2023-10-30,ElJahliye,2023-10-26,156.79,150.0,41.0,88.70192308,2.163461538,51.835,64.26,True,False,False,0.8518518518518519,4,False,33.05,68.0,23.89,16.4,2.13333333333333,7.68750000000001,1,low,159.98936,132.61038,111.80518,0.0,1403.7851866437336,13700.396853677341,4985485.577904731,128.0,128.0,159.98936,132.61038,111.80518,0.0,1403.7851866437336,13700.396853677341,4985485.577904731,128.0,128.0
446.0,2023-10-27,Hasbaya,2023-10-26,276.49,270.0,98.0,267.3012821,2.727564103,76.15,74.73,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,16.6,2.32533333333333,7.13876146788992,2,moderate,165.5616,122.33236,124.3664,0.0,835.3228858522666,23962.341016065093,1782238.760545613,127.0,126.0,165.5616,122.33236,124.3664,0.0,835.3228858522666,23962.341016065093,1782238.760545613,127.0,126.0
447.0,2023-10-27,Hasbaya,2023-10-26,403.67,390.0,150.0,523.5576923,3.490384615,76.63,87.93,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,17.1,2.24,7.63392857142857,0,high,161.2066,125.44362,118.11978,0.0,1070.7311222222222,23872.48086207403,3275485.880458911,127.0,126.0,161.2066,125.44362,118.11978,0.0,1070.7311222222222,23872.48086207403,3275485.880458911,127.0,126.0
448.0,2023-10-27,Hasbaya,2023-10-26,336.02,330.0,123.0,421.0384615,3.423076923,73.175,83.21,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,16.0,2.26133333333333,7.07547169811322,2,high,167.0108,121.88656,120.51092,0.0,744.7994519379554,19128.842930976196,1465357.6477980413,128.0,125.0,167.0108,121.88656,120.51092,0.0,744.7994519379554,19128.842930976196,1465357.6477980413,128.0,125.0
449.0,2023-10-27,Hasbaya,2023-10-26,448.14,430.0,129.0,453.9807692,3.519230769,78.725,95.22,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,16.2,2.15466666666667,7.51856435643563,0,high,162.27224,121.0799,121.0699,0.0,832.6314846931557,26336.640989947515,2115312.5340062655,126.0,126.0,162.27224,121.0799,121.0699,0.0,832.6314846931557,26336.640989947515,2115312.5340062655,126.0,126.0
450.0,2023-10-27,Hasbaya,2023-10-26,407.32,390.0,139.0,403.6346154,2.903846154,77.515,84.62,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,16.2,2.112,7.67045454545455,0,high,152.3495,116.35738,124.91384,0.0,768.9945229646224,25965.935088621376,2037971.3034019372,126.0,126.0,152.3495,116.35738,124.91384,0.0,768.9945229646224,25965.935088621376,2037971.3034019372,126.0,126.0
451.0,2023-10-27,Hasbaya,2023-10-26,195.7,190.0,60.0,196.9230769,3.282051282,61.16,69.3,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,16.0,2.58133333333333,6.19834710743802,2,low,146.96132,123.20834,111.95974,0.0,946.5571928488888,25634.77037751496,3161611.186368423,125.0,125.0,146.96132,123.20834,111.95974,0.0,946.5571928488888,25634.77037751496,3161611.186368423,125.0,125.0
452.0,2023-10-27,Hasbaya,2023-10-26,272.69,270.0,79.0,398.0384615,5.038461538,66.08,75.37,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,16.0,1.92,8.33333333333333,2,moderate,164.2218,120.1322,122.57086,0.0,834.3865837755998,26244.974240654625,2112830.4248225396,126.0,126.0,164.2218,120.1322,122.57086,0.0,834.3865837755998,26244.974240654625,2112830.4248225396,126.0,126.0
453.0,2023-10-27,Hasbaya,2023-10-26,191.15,180.0,64.0,187.8974359,2.935897436,60.37,68.67,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,17.0,2.304,7.37847222222222,2,low,170.37832,124.81336,118.49278,0.0,1083.9345571676,28382.666813757347,3226212.319241465,128.0,125.0,170.37832,124.81336,118.49278,0.0,1083.9345571676,28382.666813757347,3226212.319241465,128.0,125.0
454.0,2023-10-27,Hasbaya,2023-10-26,417.71,400.0,135.0,610.9615385,4.525641026,78.635,89.93,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,15.8,2.26133333333333,6.9870283018868,0,high,149.83624,126.59142,117.93068,0.0,1136.7699702716,8608.381474276486,4073636.0930381683,127.0,128.0,149.83624,126.59142,117.93068,0.0,1136.7699702716,8608.381474276486,4073636.0930381683,127.0,128.0
455.0,2023-10-27,Hasbaya,2023-10-26,265.49,260.0,77.0,306.7660256,3.983974359,63.925,78.35,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,15.6,1.89866666666667,8.21629213483145,2,moderate,153.40296,121.0042,122.11248,0.0,836.1765838078222,24401.301176428227,2269633.616940657,126.0,128.0,153.40296,121.0042,122.11248,0.0,836.1765838078222,24401.301176428227,2269633.616940657,126.0,128.0
456.0,2023-10-27,Hasbaya,2023-10-26,214.21,210.0,70.0,239.1666667,3.416666667,63.57,76.86,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,16.4,2.15466666666667,7.61138613861385,2,moderate,155.65466,123.26188,113.1212,0.0,804.3642306324889,21481.203331204317,2134141.8831114015,125.0,128.0,155.65466,123.26188,113.1212,0.0,804.3642306324889,21481.203331204317,2134141.8831114015,125.0,128.0
457.0,2023-10-27,Hasbaya,2023-10-26,282.68,280.0,76.0,243.7687075,3.207482993,61.905,80.71,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,15.2,1.89866666666667,8.00561797752808,2,moderate,155.86432,120.6209,111.58988,0.0,639.1648066655555,17711.13665918371,1620807.1431525224,125.0,128.0,155.86432,120.6209,111.58988,0.0,639.1648066655555,17711.13665918371,1620807.1431525224,125.0,128.0
458.0,2023-10-27,Hasbaya,2023-10-26,305.96,300.0,100.0,456.122449,4.56122449,68.83,82.02,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,16.6,2.048,8.10546875,2,high,152.88212,125.44326,110.81332,0.0,931.1333135900001,22780.277407617417,2888553.962623172,126.0,125.0,152.88212,125.44326,110.81332,0.0,931.1333135900001,22780.277407617417,2888553.962623172,126.0,125.0
459.0,2023-10-27,Hasbaya,2023-10-26,219.47,220.0,60.0,262.8571429,4.380952381,59.98,70.41,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,16.9,2.19733333333333,7.69114077669904,2,moderate,158.21974,123.74764,123.56778,0.0,1090.7184181971556,6973.115201398981,4006019.3497203565,127.0,126.0,158.21974,123.74764,123.56778,0.0,1090.7184181971556,6973.115201398981,4006019.3497203565,127.0,126.0
460.0,2023-10-27,Hasbaya,2023-10-26,370.64,360.0,119.0,388.1666667,3.261904762,75.95,84.56,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,16.0,1.68533333333333,9.49367088607597,0,moderate,162.91152,120.85632,121.37284,0.0,819.3764943486223,25611.726464990617,2001451.0448447347,126.0,126.0,162.91152,120.85632,121.37284,0.0,819.3764943486223,25611.726464990617,2001451.0448447347,126.0,126.0
461.0,2023-10-27,Hasbaya,2023-10-26,140.51,140.0,41.0,116.7244898,2.846938776,50.6,60.72,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,17.0,2.112,8.04924242424242,2,low,149.07714,130.34552,109.48222,0.0,1283.9460791317335,19773.99747329247,4758689.093429221,126.0,128.0,149.07714,130.34552,109.48222,0.0,1283.9460791317335,19773.99747329247,4758689.093429221,126.0,128.0
462.0,2023-10-27,Hasbaya,2023-10-26,317.25,310.0,97.0,344.4489796,3.551020408,70.58,80.6,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,16.1,1.87733333333333,8.57599431818183,2,moderate,160.82232,125.26822,117.34194,0.0,1011.4339467832889,21262.449724820857,2831230.244255505,126.0,125.0,160.82232,125.26822,117.34194,0.0,1011.4339467832889,21262.449724820857,2831230.244255505,126.0,125.0
463.0,2023-10-27,Hasbaya,2023-10-26,184.51,180.0,63.0,265.5,4.214285714,57.98,65.95,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,16.9,1.92,8.80208333333333,2,moderate,149.46578,127.8905,120.73338,0.0,1275.5672467871552,-8510.882257893927,5216519.382331406,128.0,130.0,149.46578,127.8905,120.73338,0.0,1275.5672467871552,-8510.882257893927,5216519.382331406,128.0,130.0
464.0,2023-10-27,Hasbaya,2023-10-26,203.75,200.0,62.0,253.0612245,4.081632653,59.41,66.03,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,16.4,2.26133333333333,7.25235849056605,2,moderate,158.10712,122.0281,120.42586,0.0,962.2028788037331,23836.044829722814,2980216.513872782,126.0,128.0,158.10712,122.0281,120.42586,0.0,962.2028788037331,23836.044829722814,2980216.513872782,126.0,128.0
465.0,2023-10-27,Hasbaya,2023-10-26,243.65,240.0,68.0,230.1360544,3.384353741,63.565,71.31,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,16.0,1.55733333333333,10.2739726027397,2,moderate,161.73606,121.58382,123.6459,0.0,925.0298009990669,25125.09591164471,2312229.9550351975,126.0,128.0,161.73606,121.58382,123.6459,0.0,925.0298009990669,25125.09591164471,2312229.9550351975,126.0,128.0
466.0,2023-10-27,Hasbaya,2023-10-26,201.98,200.0,57.0,192.1326531,3.370748299,62.525,70.17,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,16.8,1.92,8.75,2,low,160.22864,126.90082,113.87102,0.0,1214.2888488632889,31708.610160611763,4240545.276200758,126.0,128.0,160.22864,126.90082,113.87102,0.0,1214.2888488632889,31708.610160611763,4240545.276200758,126.0,128.0
467.0,2023-10-27,Hasbaya,2023-10-26,266.47,260.0,77.0,254.047619,3.299319728,71.2,83.31,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,16.0,1.83466666666667,8.72093023255812,2,moderate,161.79988,122.93556,122.57128,0.0,915.5488625379559,23141.37480342506,2196170.2595238453,126.0,128.0,161.79988,122.93556,122.57128,0.0,915.5488625379559,23141.37480342506,2196170.2595238453,126.0,128.0
468.0,2023-10-27,Hasbaya,2023-10-26,341.0,330.0,81.0,460.6530612,5.68707483,72.515,80.97,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,15.4,1.87733333333333,8.20312500000001,2,high,164.80226,119.76882,125.25286,0.0,755.7268603195998,20726.720836855788,1614675.3026382306,126.0,128.0,164.80226,119.76882,125.25286,0.0,755.7268603195998,20726.720836855788,1614675.3026382306,126.0,128.0
469.0,2023-10-27,Hasbaya,2023-10-26,341.88,330.0,113.0,502.7346939,4.448979592,73.735,81.03,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,16.1,1.856,8.67456896551724,2,high,151.47648,124.41772,119.91218,0.0,1060.0086145884,17540.977396792245,3298540.654134329,126.0,128.0,151.47648,124.41772,119.91218,0.0,1060.0086145884,17540.977396792245,3298540.654134329,126.0,128.0
470.0,2023-10-27,Hasbaya,2023-10-26,265.04,260.0,89.0,343.2857143,3.857142857,63.985,75.45,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,16.6,2.41066666666667,6.88606194690265,2,moderate,144.773,126.57418,109.73416,0.0,781.8972048671556,20799.86597475754,2421408.4215517123,126.0,128.0,144.773,126.57418,109.73416,0.0,781.8972048671556,20799.86597475754,2421408.4215517123,126.0,128.0
471.0,2023-10-27,Hasbaya,2023-10-26,150.9,140.0,32.0,166.4217687,5.200680272,54.02,67.38,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,15.9,1.81333333333333,8.76838235294119,2,low,151.02646,122.49768,124.11488,0.0,444.7781592710667,6848.484205787841,559086.7300616977,127.0,125.0,151.02646,122.49768,124.11488,0.0,444.7781592710667,6848.484205787841,559086.7300616977,127.0,125.0
472.0,2023-10-27,Hasbaya,2023-10-26,155.76,150.0,34.0,168.3809524,4.952380952,52.825,65.95,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,16.2,2.21866666666667,7.30168269230768,2,low,160.59386,124.32546,118.10526,0.0,1017.5843395359556,29359.88060823608,2946127.9126461484,126.0,128.0,160.59386,124.32546,118.10526,0.0,1017.5843395359556,29359.88060823608,2946127.9126461484,126.0,128.0
473.0,2023-10-27,Hasbaya,2023-10-26,398.93,400.0,138.0,718.1632653,5.204081633,77.07,88.87,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,16.8,2.13333333333333,7.87500000000001,0,high,165.01012,123.47978,119.3505,0.0,906.6834630933334,27266.03851127848,2432309.8754496966,126.0,125.0,165.01012,123.47978,119.3505,0.0,906.6834630933334,27266.03851127848,2432309.8754496966,126.0,125.0
474.0,2023-10-27,Hasbaya,2023-10-26,419.56,400.0,137.0,864.4047619,6.30952381,75.51,89.33,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,16.2,1.89866666666667,8.5323033707865,0,high,169.36562,118.50254,123.10912,0.0,915.1081026446221,32784.70640319315,2565829.084881079,126.0,128.0,169.36562,118.50254,123.10912,0.0,915.1081026446221,32784.70640319315,2565829.084881079,126.0,128.0
475.0,2023-10-27,Hasbaya,2023-10-26,372.26,360.0,100.0,598.9795918,5.989795918,72.675,86.39,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,16.0,2.06933333333333,7.73195876288661,2,high,163.77598,125.0116,123.28182,0.0,901.1186781822222,12961.205576539476,2084291.0871004176,128.0,126.0,163.77598,125.0116,123.28182,0.0,901.1186781822222,12961.205576539476,2084291.0871004176,128.0,126.0
476.0,2023-10-27,Hasbaya,2023-10-26,290.43,280.0,74.0,506.4217687,6.843537415,63.7,84.31,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,16.0,2.53866666666667,6.30252100840335,2,high,146.68318,121.37412,123.11274,0.0,485.71498293315557,6458.153569618002,781772.1337497403,126.0,127.0,146.68318,121.37412,123.11274,0.0,485.71498293315557,6458.153569618002,781772.1337497403,126.0,127.0
477.0,2023-10-27,Hasbaya,2023-10-26,266.4,250.0,72.0,400.1632653,5.557823129,64.54,76.66,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,15.6,1.856,8.4051724137931,2,high,170.16538,121.62366,120.7626,0.0,932.2823037011552,30798.06306006992,2359451.8732930007,126.0,128.0,170.16538,121.62366,120.7626,0.0,932.2823037011552,30798.06306006992,2359451.8732930007,126.0,128.0
478.0,2023-10-27,Hasbaya,2023-10-26,171.94,160.0,45.0,236.0204082,5.244897959,55.47,66.31,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,16.0,1.87733333333333,8.52272727272729,2,moderate,148.93338,130.5124,111.8404,0.0,1295.690373445289,18230.76063937725,4577564.892335186,127.0,128.0,148.93338,130.5124,111.8404,0.0,1295.690373445289,18230.76063937725,4577564.892335186,127.0,128.0
479.0,2023-10-27,Hasbaya,2023-10-26,380.01,360.0,114.0,706.1020408,6.193877551,69.51,84.95,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,16.5,1.89866666666667,8.69030898876403,2,high,170.83684,121.92748,122.55352,0.0,1046.4173264149333,34458.95286404944,2857699.701119592,126.0,128.0,170.83684,121.92748,122.55352,0.0,1046.4173264149333,34458.95286404944,2857699.701119592,126.0,128.0
480.0,2023-10-27,Hasbaya,2023-10-26,406.24,400.0,142.0,742.8435374,5.231292517,78.075,88.5,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,16.6,2.176,7.62867647058824,0,high,162.70972,122.4344,125.4444,0.0,770.0871871343998,14744.613536134695,1560527.9300960298,128.0,128.0,162.70972,122.4344,125.4444,0.0,770.0871871343998,14744.613536134695,1560527.9300960298,128.0,128.0
481.0,2023-10-27,Hasbaya,2023-10-26,293.79,290.0,83.0,383.3809524,4.619047619,65.56,82.76,False,True,False,0.8518518518518519,1,True,30.04,167.0,25.37,16.0,1.87733333333333,8.52272727272729,2,moderate,147.98546,123.75226,111.68298,0.0,824.6093190566665,23308.884838767022,2479649.7158416165,125.0,128.0,147.98546,123.75226,111.68298,0.0,824.6093190566665,23308.884838767022,2479649.7158416165,125.0,128.0
482.0,2023-10-27,Hasbaya,2023-10-26,351.33,340.0,103.0,492.2355072,4.778985507,65.255,80.99,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,15.6,3.712,4.20258620689655,2,high,159.00544,120.49986,123.00396,0.0,939.6165638058224,27755.63681040452,2647618.4812400714,126.0,126.0,159.00544,120.49986,123.00396,0.0,939.6165638058224,27755.63681040452,2647618.4812400714,126.0,126.0
483.0,2023-10-27,Hasbaya,2023-10-26,374.85,360.0,126.0,584.3478261,4.637681159,67.575,86.8,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,17.8,4.43733333333333,4.01141826923077,2,high,157.3654,117.9703,126.2532,0.0,760.4203885322222,21689.127481622625,1783483.3104999012,126.0,126.0,157.3654,117.9703,126.2532,0.0,760.4203885322222,21689.127481622625,1783483.3104999012,126.0,126.0
484.0,2023-10-27,Hasbaya,2023-10-26,236.75,240.0,74.0,332.4637681,4.492753623,59.54,73.74,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,17.4,3.136,5.5484693877551,2,moderate,171.07064,119.48932,118.74576,0.0,904.4003261424001,29006.403196957188,2330387.6049494646,126.0,125.0,171.07064,119.48932,118.74576,0.0,904.4003261424001,29006.403196957188,2330387.6049494646,126.0,125.0
485.0,2023-10-27,Hasbaya,2023-10-26,362.16,360.0,96.0,432.3478261,4.503623188,71.965,84.55,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,15.2,2.51733333333333,6.03813559322035,2,high,165.04994,119.07958,116.17088,0.0,800.9636266488887,27308.12996106784,2132295.0999080157,126.0,128.0,165.04994,119.07958,116.17088,0.0,800.9636266488887,27308.12996106784,2132295.0999080157,126.0,128.0
486.0,2023-10-27,Hasbaya,2023-10-26,338.68,330.0,98.0,559.5942029,5.710144928,72.045,80.9,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,16.0,2.90133333333333,5.51470588235295,2,high,161.15006,123.01504,118.96096,0.0,884.6226898751556,27895.54828359455,2300122.5136690405,126.0,128.0,161.15006,123.01504,118.96096,0.0,884.6226898751556,27895.54828359455,2300122.5136690405,126.0,128.0
487.0,2023-10-27,Hasbaya,2023-10-26,420.83,420.0,121.0,586.5869565,4.847826087,76.905,92.45,False,True,False,0.8518518518518519,1,False,30.04,167.0,25.37,16.5,3.392,4.86438679245283,0,high,166.30068,119.64552,120.80344,0.0,795.0111555411556,25779.781602256746,1868719.916680971,126.0,125.0,166.30068,119.64552,120.80344,0.0,795.0111555411556,25779.781602256746,1868719.916680971,126.0,125.0
