no.,receiving_date,location,harvesting_date,mass_g,volume_ml,yield_of_juice_ml,polyphenols_content_mg,polyphenols_concentration_mggae/ml,length,width,location_ElJahliye,location_Hasbaya,location_Rachiine,day_time_diff,n_days,maturity,humidity,solar_radiation,air_temperature,degree_brix,ta_av,mi,color_intensity_n,color_intensity_d,color_intensity,dilution,precipitation,day_time_diff_harvesting,day_time_diff_receiving,days_since_harvesting,normalized_days_since_harvesting,harvesting_mapping
390.0,2023-10-26,Rachiine,2023-10-26,216.84,220.0,80.0,188.843537,2.360544,63.155,70.61,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.1,0.7125333333333334,19.788547904191617,2.1083,0.0,2.1083,False,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
391.0,2023-10-26,Rachiine,2023-10-26,270.99,270.0,86.0,318.258503,3.70068,68.9,78.9,False,False,True,0.851852,0,False,35.41,179.0,26.07,13.4,0.5973333333333333,22.43303571428571,0.0,3.162665,3.162665,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
392.0,2023-10-26,Rachiine,2023-10-26,261.9,260.0,85.0,191.683673,2.255102,69.095,79.91,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.5,0.5674666666666666,25.55216165413534,0.0,1.588453,1.588453,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
393.0,2023-10-26,Rachiine,2023-10-26,264.26,260.0,90.0,410.510204,4.561224,67.26,80.78,False,False,True,0.851852,0,False,35.41,179.0,26.07,12.2,0.4437333333333333,27.49399038461538,1.189,0.0,1.189,False,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
394.0,2023-10-26,Rachiine,2023-10-26,332.95,330.0,110.0,258.537415,2.35034,74.055,81.96,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.4,0.64,22.5,0.0,3.964711,3.964711,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
395.0,2023-10-26,Rachiine,2023-10-26,386.99,390.0,146.0,720.068027,4.931973,76.205,86.79,False,False,True,0.851852,0,False,35.41,179.0,26.07,15.0,0.6911999999999999,21.701388888888893,2.6805,0.0,2.6805,False,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
396.0,2023-10-26,Rachiine,2023-10-26,540.66,540.0,157.0,673.391156,4.289116,88.305,97.71,False,False,True,0.851852,0,False,35.41,179.0,26.07,15.0,0.704,21.30681818181818,0.0,3.087244,3.087244,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
397.0,2023-10-26,Rachiine,2023-10-26,361.24,350.0,120.0,607.346939,5.061224,76.77,84.17,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.4,0.5973333333333333,24.10714285714285,0.0,3.455035,3.455035,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
398.0,2023-10-26,Rachiine,2023-10-26,317.2,310.0,119.0,412.047619,3.462585,73.155,79.61,False,False,True,0.851852,0,False,35.41,179.0,26.07,12.0,0.4565333333333334,26.28504672897196,1.0856,0.0,1.0856,False,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
399.0,2023-10-26,Rachiine,2023-10-26,480.0,480.0,172.0,455.741497,2.64966,84.395,91.6,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.2,0.512,27.734375,0.0,3.546013,3.546013,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
400.0,2023-10-26,Rachiine,2023-10-26,481.19,480.0,163.0,735.163265,4.510204,83.285,92.9,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.0,0.5077333333333333,27.573529411764703,0.0,5.64572,5.64572,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
401.0,2023-10-26,Rachiine,2023-10-26,549.98,540.0,195.0,1026.071429,5.261905,87.075,97.33,False,False,True,0.851852,0,False,35.41,179.0,26.07,15.0,0.5887999999999999,25.47554347826087,0.0,5.932339,5.932339,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
402.0,2023-10-26,Rachiine,2023-10-26,257.75,250.0,96.0,239.346939,2.493197,65.4,81.2,False,False,True,0.851852,0,False,35.41,179.0,26.07,13.5,0.6314666666666667,21.37880067567568,0.0,2.200269,2.200269,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
403.0,2023-10-26,Rachiine,2023-10-26,277.04,270.0,113.0,291.72449,2.581633,67.235,76.08,False,False,True,0.851852,0,False,35.41,179.0,26.07,13.2,0.384,34.37499999999999,0.0,2.148241,2.148241,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
404.0,2023-10-26,Rachiine,2023-10-26,199.83,200.0,71.0,206.721088,2.911565,61.225,67.76,False,False,True,0.851852,0,False,35.41,179.0,26.07,13.4,0.6314666666666667,21.220439189189182,0.0,3.31186,3.31186,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
405.0,2023-10-26,Rachiine,2023-10-26,219.48,220.0,77.0,248.023809,3.221088,56.63,66.12,False,False,True,0.851852,0,False,35.41,179.0,26.07,13.5,0.64,21.09375,0.0,2.723565,2.723565,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
406.0,2023-10-26,Rachiine,2023-10-26,258.33,250.0,88.0,159.537415,1.812925,66.365,73.19,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.6,0.4821333333333333,30.282079646017696,0.0,3.896829,3.896829,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
407.0,2023-10-26,Rachiine,2023-10-26,258.56,250.0,100.0,197.619048,1.97619,65.19,72.21,False,False,True,0.851852,0,False,35.41,179.0,26.07,15.0,0.64,23.4375,0.0,3.134293,3.134293,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
408.0,2023-10-26,Rachiine,2023-10-26,231.72,230.0,74.0,212.687075,2.87415,63.235,72.2,False,False,True,0.851852,0,False,35.41,179.0,26.07,15.0,0.5717333333333334,26.23600746268656,0.0,3.546413,3.546413,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
409.0,2023-10-26,Rachiine,2023-10-26,240.44,240.0,89.0,198.585034,2.231293,64.45,72.99,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.2,0.704,20.170454545454543,0.0,2.802678,2.802678,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
410.0,2023-10-26,Rachiine,2023-10-26,245.66,240.0,85.0,243.146258,2.860544,66.555,69.77,False,False,True,0.851852,0,False,35.41,179.0,26.07,13.4,0.5802666666666667,23.09283088235293,0.0,2.839968,2.839968,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
411.0,2023-10-26,Rachiine,2023-10-26,249.12,250.0,84.0,183.428571,2.183673,66.26,76.83,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.4,0.5034666666666667,28.601694915254235,0.0,4.452877,4.452877,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
412.0,2023-10-26,Rachiine,2023-10-26,401.54,390.0,134.0,214.673469,1.602041,76.755,88.71,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.2,0.4352,32.62867647058823,0.0,4.819108,4.819108,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
413.0,2023-10-26,Rachiine,2023-10-26,286.49,280.0,94.0,195.673469,2.081633,66.31,77.87,False,False,True,0.851852,0,False,35.41,179.0,26.07,14.5,0.4949333333333333,29.296875,0.0,3.069823,3.069823,True,0.0,0.8518518518518519,0.8148148148148148,0,0.0,0.7222222222222222
414.0,2023-10-30,ElJahliye,2023-10-26,138.02,140.0,40.0,143.333333,3.583333,51.655,60.46,True,False,False,0.851852,4,True,33.05,68.0,23.89,15.4,0.3712,41.48706896551724,0.0,7.002806,7.002806,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
415.0,2023-10-30,ElJahliye,2023-10-26,196.5,190.0,71.0,284.682692,4.009615,56.615,68.42,True,False,False,0.851852,4,True,33.05,68.0,23.89,15.4,0.3541333333333332,43.48644578313255,0.0,6.108542,6.108542,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
416.0,2023-10-30,ElJahliye,2023-10-26,204.82,200.0,53.0,277.910256,5.24359,57.68,68.78,True,False,False,0.851852,4,True,33.05,68.0,23.89,15.5,0.5162666666666667,30.02324380165289,0.0,5.612134,5.612134,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
417.0,2023-10-30,ElJahliye,2023-10-26,268.72,260.0,94.0,465.179487,4.948718,67.695,75.09,True,False,False,0.851852,4,True,33.05,68.0,23.89,15.2,0.3669333333333333,41.42441860465116,0.0,7.045516,7.045516,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
418.0,2023-10-30,ElJahliye,2023-10-26,164.41,160.0,46.0,215.403846,4.682692,55.075,66.18,True,False,False,0.851852,4,True,33.05,68.0,23.89,15.4,0.3882666666666667,39.663461538461526,0.0,9.248526,9.248526,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
419.0,2023-10-30,ElJahliye,2023-10-26,150.41,140.0,52.0,225.833333,4.342949,53.025,59.9,True,False,False,0.851852,4,True,33.05,68.0,23.89,16.1,0.3669333333333333,43.87718023255815,0.0,5.346501,5.346501,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
420.0,2023-10-30,ElJahliye,2023-10-26,133.63,130.0,42.0,143.096154,3.407051,50.455,58.1,True,False,False,0.851852,4,False,33.05,68.0,23.89,14.4,0.3797333333333334,37.921348314606725,0.0,4.274847,4.274847,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
421.0,2023-10-30,ElJahliye,2023-10-26,289.63,280.0,93.0,398.230769,4.282051,66.825,78.94,True,False,False,0.851852,4,True,33.05,68.0,23.89,15.1,0.3029333333333333,49.84595070422535,0.0,8.250276,8.250276,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
422.0,2023-10-30,ElJahliye,2023-10-26,260.98,250.0,78.0,326.0,4.179487,61.02,76.2,True,False,False,0.851852,4,False,33.05,68.0,23.89,14.2,0.256,55.46874999999999,0.0,8.490715,8.490715,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
423.0,2023-10-30,ElJahliye,2023-10-26,227.87,220.0,77.0,266.044872,3.455128,65.77,70.42,True,False,False,0.851852,4,False,33.05,68.0,23.89,15.0,0.3498666666666666,42.873475609756106,0.0,8.693236,8.693236,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
424.0,2023-10-30,ElJahliye,2023-10-26,188.42,190.0,59.0,156.198718,2.647436,57.205,68.0,True,False,False,0.851852,4,True,33.05,68.0,23.89,15.6,0.4266666666666667,36.56249999999999,0.0,4.180643,4.180643,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
425.0,2023-10-30,ElJahliye,2023-10-26,152.64,150.0,49.0,167.573718,3.419872,56.09,61.75,True,False,False,0.851852,4,True,33.05,68.0,23.89,17.0,0.4394666666666666,38.68325242718446,0.0,6.556071,6.556071,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
426.0,2023-10-30,ElJahliye,2023-10-26,235.67,240.0,89.0,279.551282,3.141026,65.275,72.24,True,False,False,0.851852,4,True,33.05,68.0,23.89,16.6,0.4949333333333333,33.539870689655174,0.0,3.151729,3.151729,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
427.0,2023-10-30,ElJahliye,2023-10-26,217.54,220.0,75.0,207.932692,2.772436,66.505,74.55,True,False,False,0.851852,4,True,33.05,68.0,23.89,15.9,0.4565333333333334,34.827686915887845,0.0,10.189885,10.189885,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
428.0,2023-10-30,ElJahliye,2023-10-26,212.05,220.0,70.0,191.378205,2.733974,61.265,67.08,True,False,False,0.851852,4,True,33.05,68.0,23.89,16.0,0.3882666666666667,41.2087912087912,0.0,3.760867,3.760867,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
429.0,2023-10-30,ElJahliye,2023-10-26,184.7,180.0,63.0,169.615385,2.692308,54.71,65.8,True,False,False,0.851852,4,True,33.05,68.0,23.89,16.2,0.4096,39.55078124999999,0.0,5.47158,5.47158,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
430.0,2023-10-30,ElJahliye,2023-10-26,157.6,160.0,54.0,187.269231,3.467949,56.53,67.65,True,False,False,0.851852,4,False,33.05,68.0,23.89,14.9,0.4864,30.633223684210527,0.0,3.495257,3.495257,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
431.0,2023-10-30,ElJahliye,2023-10-26,126.97,130.0,36.0,111.115385,3.086538,44.12,53.99,True,False,False,0.851852,4,True,33.05,68.0,23.89,15.1,0.3285333333333333,45.96185064935064,0.0,6.118877,6.118877,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
432.0,2023-10-30,ElJahliye,2023-10-26,170.09,170.0,51.0,229.336538,4.496795,56.13,65.92,True,False,False,0.851852,4,True,33.05,68.0,23.89,16.8,0.4906666666666666,34.23913043478261,0.0,4.492274,4.492274,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
433.0,2023-10-30,ElJahliye,2023-10-26,221.26,210.0,74.0,246.903846,3.336538,66.3,76.6,True,False,False,0.851852,4,True,33.05,68.0,23.89,17.1,0.5162666666666667,33.1224173553719,0.0,6.967076,6.967076,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
434.0,2023-10-30,ElJahliye,2023-10-26,173.63,170.0,61.0,161.884615,2.653846,57.195,63.47,True,False,False,0.851852,4,True,33.05,68.0,23.89,15.9,0.3797333333333334,41.871488764044926,0.0,4.167196,4.167196,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
435.0,2023-10-30,ElJahliye,2023-10-26,148.61,140.0,45.0,154.471154,3.432692,53.0,60.51,True,False,False,0.851852,4,True,33.05,68.0,23.89,17.4,0.3968000000000001,43.85080645161289,0.0,5.942109,5.942109,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
436.0,2023-10-30,ElJahliye,2023-10-26,238.9,230.0,84.0,261.692308,3.115385,60.74,74.18,True,False,False,0.851852,4,True,33.05,68.0,23.89,16.8,0.4437333333333333,37.86057692307692,0.0,6.37126,6.37126,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
437.0,2023-10-30,ElJahliye,2023-10-26,279.84,260.0,62.0,164.339744,2.650641,64.785,78.87,True,False,False,0.851852,4,True,33.05,68.0,23.89,15.6,0.3242666666666667,48.10855263157894,0.0,6.695509,6.695509,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
438.0,2023-10-30,ElJahliye,2023-10-26,188.21,180.0,61.0,143.701923,2.355769,56.19,67.85,True,False,False,0.851852,4,False,33.05,68.0,23.89,13.5,0.3455999999999999,39.06250000000001,0.0,7.725445,7.725445,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
439.0,2023-10-30,ElJahliye,2023-10-26,190.88,190.0,60.0,128.076923,2.134615,58.465,68.77,True,False,False,0.851852,4,True,33.05,68.0,23.89,15.5,0.3797333333333334,40.81811797752808,0.0,6.080038,6.080038,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
440.0,2023-10-30,ElJahliye,2023-10-26,189.21,180.0,61.0,102.448718,1.679487,56.795,67.59,True,False,False,0.851852,4,True,33.05,68.0,23.89,16.4,0.3242666666666667,50.57565789473684,0.0,6.119328,6.119328,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
441.0,2023-10-30,ElJahliye,2023-10-26,230.05,220.0,71.0,108.092949,1.522436,66.805,75.76,True,False,False,0.851852,4,True,33.05,68.0,23.89,16.0,0.384,41.66666666666666,0.0,4.513323,4.513323,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
442.0,2023-10-30,ElJahliye,2023-10-26,149.23,150.0,45.0,72.836538,1.61859,52.52,60.85,True,False,False,0.851852,4,True,33.05,68.0,23.89,15.2,0.3712,40.94827586206896,0.0,4.64908,4.64908,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
443.0,2023-10-30,ElJahliye,2023-10-26,265.99,260.0,85.0,147.660256,1.737179,63.995,74.69,True,False,False,0.851852,4,True,33.05,68.0,23.89,15.7,0.3541333333333332,44.33358433734941,0.0,4.239699,4.239699,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
444.0,2023-10-30,ElJahliye,2023-10-26,171.43,170.0,56.0,121.692308,2.173077,57.0,62.58,True,False,False,0.851852,4,True,33.05,68.0,23.89,17.0,0.3925333333333334,43.30842391304347,0.0,4.454492,4.454492,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
445.0,2023-10-30,ElJahliye,2023-10-26,156.79,150.0,41.0,88.701923,2.163462,51.835,64.26,True,False,False,0.851852,4,True,33.05,68.0,23.89,16.4,0.4266666666666666,38.43749999999999,0.0,4.94249,4.94249,True,0.0,0.8518518518518519,0.9629629629629628,4,1.0,0.7222222222222222
446.0,2023-10-27,Hasbaya,2023-10-26,276.49,270.0,98.0,267.301282,2.727564,76.15,74.73,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.6,0.4650666666666667,35.69380733944954,0.0,2.375714,2.375714,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
447.0,2023-10-27,Hasbaya,2023-10-26,403.67,390.0,150.0,523.557692,3.490385,76.63,87.93,False,True,False,0.851852,1,True,30.04,167.0,25.37,17.1,0.4480000000000001,38.16964285714285,0.0,2.536184,2.536184,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
448.0,2023-10-27,Hasbaya,2023-10-26,336.02,330.0,123.0,421.038461,3.423077,73.175,83.21,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.0,0.4522666666666667,35.37735849056603,0.0,3.088394,3.088394,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
449.0,2023-10-27,Hasbaya,2023-10-26,448.14,430.0,129.0,453.980769,3.519231,78.725,95.22,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.2,0.4309333333333333,37.592821782178206,0.0,4.533397,4.533397,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
450.0,2023-10-27,Hasbaya,2023-10-26,407.32,390.0,139.0,403.634615,2.903846,77.515,84.62,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.2,0.4224,38.35227272727272,0.0,5.286167,5.286167,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
451.0,2023-10-27,Hasbaya,2023-10-26,195.7,190.0,60.0,196.923077,3.282051,61.16,69.3,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.0,0.5162666666666667,30.991735537190085,0.0,3.071736,3.071736,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
452.0,2023-10-27,Hasbaya,2023-10-26,272.69,270.0,79.0,398.038461,5.038462,66.08,75.37,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.0,0.384,41.66666666666666,0.0,4.641876,4.641876,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
453.0,2023-10-27,Hasbaya,2023-10-26,191.15,180.0,64.0,187.897436,2.935897,60.37,68.67,False,True,False,0.851852,1,True,30.04,167.0,25.37,17.0,0.4608,36.89236111111112,0.0,3.180531,3.180531,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
454.0,2023-10-27,Hasbaya,2023-10-26,417.71,400.0,135.0,610.961538,4.525641,78.635,89.93,False,True,False,0.851852,1,True,30.04,167.0,25.37,15.8,0.4522666666666667,34.935141509433954,0.0,3.398569,3.398569,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
455.0,2023-10-27,Hasbaya,2023-10-26,265.49,260.0,77.0,306.766026,3.983974,63.925,78.35,False,True,False,0.851852,1,True,30.04,167.0,25.37,15.6,0.3797333333333334,41.081460674157285,0.0,4.265488,4.265488,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
456.0,2023-10-27,Hasbaya,2023-10-26,214.21,210.0,70.0,239.166667,3.416667,63.57,76.86,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.4,0.4309333333333333,38.0569306930693,0.0,4.026587,4.026587,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
457.0,2023-10-27,Hasbaya,2023-10-26,282.68,280.0,76.0,243.768708,3.207483,61.905,80.71,False,True,False,0.851852,1,True,30.04,167.0,25.37,15.2,0.3797333333333334,40.02808988764044,0.0,5.756959,5.756959,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
458.0,2023-10-27,Hasbaya,2023-10-26,305.96,300.0,100.0,456.122449,4.561224,68.83,82.02,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.6,0.4096,40.52734375,0.0,2.968615,2.968615,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
459.0,2023-10-27,Hasbaya,2023-10-26,219.47,220.0,60.0,262.857143,4.380952,59.98,70.41,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.9,0.4394666666666666,38.45570388349514,0.0,3.299929,3.299929,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
460.0,2023-10-27,Hasbaya,2023-10-26,370.64,360.0,119.0,388.166667,3.261905,75.95,84.56,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.0,0.3370666666666666,47.46835443037976,0.0,4.225661,4.225661,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
461.0,2023-10-27,Hasbaya,2023-10-26,140.51,140.0,41.0,116.72449,2.846939,50.6,60.72,False,True,False,0.851852,1,True,30.04,167.0,25.37,17.0,0.4224,40.24621212121212,0.0,3.580405,3.580405,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
462.0,2023-10-27,Hasbaya,2023-10-26,317.25,310.0,97.0,344.44898,3.55102,70.58,80.6,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.1,0.3754666666666666,42.879971590909086,0.0,5.546374,5.546374,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
463.0,2023-10-27,Hasbaya,2023-10-26,184.51,180.0,63.0,265.5,4.214286,57.98,65.95,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.9,0.384,44.01041666666666,0.0,3.632663,3.632663,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
464.0,2023-10-27,Hasbaya,2023-10-26,203.75,200.0,62.0,253.061225,4.081633,59.41,66.03,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.4,0.4522666666666667,36.26179245283018,0.0,6.71351,6.71351,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
465.0,2023-10-27,Hasbaya,2023-10-26,243.65,240.0,68.0,230.136054,3.384354,63.565,71.31,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.0,0.3114666666666667,51.36986301369862,0.0,5.133768,5.133768,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
466.0,2023-10-27,Hasbaya,2023-10-26,201.98,200.0,57.0,192.132653,3.370748,62.525,70.17,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.8,0.384,43.74999999999999,0.0,2.64031,2.64031,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
467.0,2023-10-27,Hasbaya,2023-10-26,266.47,260.0,77.0,254.047619,3.29932,71.2,83.31,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.0,0.3669333333333333,43.604651162790695,0.0,4.248587,4.248587,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
468.0,2023-10-27,Hasbaya,2023-10-26,341.0,330.0,81.0,460.653061,5.687075,72.515,80.97,False,True,False,0.851852,1,True,30.04,167.0,25.37,15.4,0.3754666666666666,41.015625,0.0,6.419416,6.419416,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
469.0,2023-10-27,Hasbaya,2023-10-26,341.88,330.0,113.0,502.734694,4.44898,73.735,81.03,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.1,0.3711999999999999,43.372844827586206,0.0,4.463969,4.463969,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
470.0,2023-10-27,Hasbaya,2023-10-26,265.04,260.0,89.0,343.285714,3.857143,63.985,75.45,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.6,0.4821333333333333,34.43030973451327,0.0,3.796262,3.796262,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
471.0,2023-10-27,Hasbaya,2023-10-26,150.9,140.0,32.0,166.421769,5.20068,54.02,67.38,False,True,False,0.851852,1,True,30.04,167.0,25.37,15.9,0.3626666666666666,43.84191176470589,0.0,4.218659,4.218659,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
472.0,2023-10-27,Hasbaya,2023-10-26,155.76,150.0,34.0,168.380952,4.952381,52.825,65.95,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.2,0.4437333333333333,36.50841346153846,0.0,3.972726,3.972726,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
473.0,2023-10-27,Hasbaya,2023-10-26,398.93,400.0,138.0,718.163265,5.204082,77.07,88.87,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.8,0.4266666666666666,39.375,0.0,4.323462,4.323462,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
474.0,2023-10-27,Hasbaya,2023-10-26,419.56,400.0,137.0,864.404762,6.309524,75.51,89.33,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.2,0.3797333333333334,42.661516853932575,0.0,2.755236,2.755236,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
475.0,2023-10-27,Hasbaya,2023-10-26,372.26,360.0,100.0,598.979592,5.989796,72.675,86.39,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.0,0.4138666666666666,38.65979381443299,0.0,8.966659,8.966659,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
476.0,2023-10-27,Hasbaya,2023-10-26,290.43,280.0,74.0,506.421769,6.843537,63.7,84.31,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.0,0.5077333333333333,31.512605042016805,0.0,7.768258,7.768258,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
477.0,2023-10-27,Hasbaya,2023-10-26,266.4,250.0,72.0,400.163265,5.557823,64.54,76.66,False,True,False,0.851852,1,True,30.04,167.0,25.37,15.6,0.3712,42.02586206896552,0.0,5.506555,5.506555,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
478.0,2023-10-27,Hasbaya,2023-10-26,171.94,160.0,45.0,236.020408,5.244898,55.47,66.31,False,True,False,0.851852,1,True,30.04,167.0,25.37,16.0,0.3754666666666666,42.61363636363636,0.0,8.261158,8.261158,True,0.0,0.8518518518518519,0.8518518518518519,1,0.25,0.7222222222222222
