no.,receiving_date,location,harvesting_date,mass_g,volume_ml,yield_of_juice_ml,polyphenols_content_mg,polyphenols_concentration_mggae/ml,length,width,location_ElJahliye,location_Hasbaya,location_Rachiine,day_time_diff,n_days,maturity,humidity,solar_radiation,air_temperature,degree_brix,ta_av,mi,color_intensity_n,color_intensity_d,color_intensity,dilution,precipitation,day_time_diff_harvesting,day_time_diff_receiving,days_since_harvesting,normalized_days_since_harvesting,harvesting_mapping
205.0,2023-09-29,ElJahliye,2023-09-28,164.92,160.0,59.0,178.914454,3.032448,57.06,65.98,True,False,False,0.925926,1,False,38.95,170.0,24.6,14.0,0.4096,34.17968749999999,2.4183,0.0,2.4183,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
206.0,2023-09-29,ElJahliye,2023-09-28,189.85,180.0,67.0,192.106195,2.867257,61.15,69.63,True,False,False,0.925926,1,False,38.95,170.0,24.6,14.0,0.384,36.458333333333336,0.0,4.037064,4.037064,True,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
207.0,2023-09-29,ElJahliye,2023-09-28,209.67,200.0,72.0,153.557522,2.132743,60.18,73.84,True,False,False,0.925926,1,True,38.95,170.0,24.6,15.6,0.416,37.49999999999999,2.7678,0.0,2.7678,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
208.0,2023-09-29,ElJahliye,2023-09-28,174.8,170.0,63.0,98.123894,1.557522,57.625,70.06,True,False,False,0.925926,1,False,38.95,170.0,24.6,14.5,0.3328,43.569711538461526,0.0,5.060003,5.060003,True,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
209.0,2023-09-29,ElJahliye,2023-09-28,177.56,170.0,61.0,92.849558,1.522124,50.565,61.89,True,False,False,0.925926,1,False,38.95,170.0,24.6,15.0,0.3392,44.22169811320754,1.9487,0.0,1.9487,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
210.0,2023-09-29,ElJahliye,2023-09-28,170.7,170.0,61.0,100.047198,1.640118,56.89,66.74,True,False,False,0.925926,1,True,38.95,170.0,24.6,15.4,0.3776,40.78389830508474,3.0831,0.0,3.0831,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
211.0,2023-09-29,ElJahliye,2023-09-28,184.92,180.0,66.0,104.353982,1.581121,61.09,69.54,True,False,False,0.925926,1,False,38.95,170.0,24.6,15.0,0.3008,49.86702127659574,3.078,0.0,3.078,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
212.0,2023-09-29,ElJahliye,2023-09-28,279.54,270.0,100.0,194.690265,1.946903,69.64,84.91,True,False,False,0.925926,1,False,38.95,170.0,24.6,13.0,0.3072,42.31770833333333,0.0,5.13783,5.13783,True,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
213.0,2023-09-29,ElJahliye,2023-09-28,207.23,200.0,81.0,160.80531,1.985251,57.58,71.08,True,False,False,0.925926,1,False,38.95,170.0,24.6,11.6,0.3264,35.53921568627451,1.8699,0.0,1.8699,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
214.0,2023-09-29,ElJahliye,2023-09-28,231.29,230.0,86.0,154.495575,1.79646,63.145,75.15,True,False,False,0.925926,1,False,38.95,170.0,24.6,13.8,0.32,43.125,1.5157,0.0,1.5157,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
215.0,2023-09-29,ElJahliye,2023-09-28,142.91,140.0,47.0,97.882006,2.082596,51.165,62.45,True,False,False,0.925926,1,False,38.95,170.0,24.6,12.0,0.256,46.875,1.9025,0.0,1.9025,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
216.0,2023-09-29,ElJahliye,2023-09-28,173.3,170.0,59.0,167.949853,2.846608,54.615,68.3,True,False,False,0.925926,1,False,38.95,170.0,24.6,12.6,0.3328,37.86057692307692,2.9401,0.0,2.9401,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
217.0,2023-09-29,ElJahliye,2023-09-28,192.47,190.0,71.0,161.477876,2.274336,59.805,67.08,True,False,False,0.925926,1,False,38.95,170.0,24.6,13.5,0.3327999999999999,40.56490384615385,1.5853,0.0,1.5853,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
218.0,2023-09-29,ElJahliye,2023-09-28,178.86,170.0,63.0,172.831858,2.743363,54.845,68.1,True,False,False,0.925926,1,False,38.95,170.0,24.6,15.0,0.3519999999999999,42.61363636363637,2.5046,0.0,2.5046,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
219.0,2023-09-29,ElJahliye,2023-09-28,176.96,170.0,59.0,172.300885,2.920354,54.32,72.46,True,False,False,0.925926,1,False,38.95,170.0,24.6,12.8,0.2624,48.78048780487805,2.2375,0.0,2.2375,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
220.0,2023-09-29,ElJahliye,2023-09-28,194.62,190.0,68.0,202.99705,2.985251,62.025,69.71,True,False,False,0.925926,1,True,38.95,170.0,24.6,16.6,0.4608,36.02430555555556,2.5284,0.0,2.5284,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
221.0,2023-09-29,ElJahliye,2023-09-28,166.23,160.0,60.0,187.787611,3.129794,53.235,69.14,True,False,False,0.925926,1,False,38.95,170.0,24.6,14.8,0.3968,37.29838709677419,2.3568,0.0,2.3568,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
222.0,2023-09-29,ElJahliye,2023-09-28,202.72,200.0,74.0,235.533923,3.182891,60.63,70.58,True,False,False,0.925926,1,False,38.95,170.0,24.6,10.6,0.3904,27.15163934426229,1.2131,0.0,1.2131,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
223.0,2023-09-29,ElJahliye,2023-09-28,144.2,140.0,48.0,132.530973,2.761062,51.08,66.22,True,False,False,0.925926,1,False,38.95,170.0,24.6,14.2,0.3712,38.25431034482758,2.8043,0.0,2.8043,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
224.0,2023-09-29,ElJahliye,2023-09-28,176.47,170.0,68.0,210.820059,3.100295,58.26,65.28,True,False,False,0.925926,1,False,38.95,170.0,24.6,13.0,0.3135999999999999,41.454081632653065,2.2129,0.0,2.2129,False,0.0,0.925925925925926,0.925925925925926,1,0.25,0.3333333333333333
225.0,2023-10-04,Hasbaya,2023-10-03,304.68,300.0,83.0,125.60177,1.513274,64.445,81.3,False,True,False,0.0,1,False,69.72,160.0,20.41,12.8,0.3008,42.553191489361694,1.2571,0.0,1.2571,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
226.0,2023-10-04,Hasbaya,2023-10-03,232.44,230.0,118.0,246.442478,2.088496,62.795,73.41,False,True,False,0.0,1,False,69.72,160.0,20.41,11.0,0.2495999999999999,44.070512820512825,2.1962,0.0,2.1962,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
227.0,2023-10-04,Hasbaya,2023-10-03,186.15,180.0,73.0,161.719764,2.215339,58.73,71.59,False,True,False,0.0,1,False,69.72,160.0,20.41,12.5,0.288,43.40277777777777,1.2084,0.0,1.2084,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
228.0,2023-10-04,Hasbaya,2023-10-03,259.59,250.0,93.0,196.973451,2.117994,50.205,76.77,False,True,False,0.0,1,False,69.72,160.0,20.41,14.8,0.3648,40.570175438596486,1.3561,0.0,1.3561,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
229.0,2023-10-04,Hasbaya,2023-10-03,255.23,250.0,95.0,184.675516,1.943953,62.58,75.64,False,True,False,0.0,1,False,69.72,160.0,20.41,13.8,0.3712,37.17672413793103,1.5877,0.0,1.5877,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
230.0,2023-10-04,Hasbaya,2023-10-03,179.03,170.0,69.0,143.699115,2.082596,56.255,67.02,False,True,False,0.0,1,False,69.72,160.0,20.41,13.0,0.3135999999999999,41.454081632653065,1.5194,0.0,1.5194,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
231.0,2023-10-04,Hasbaya,2023-10-03,168.81,160.0,53.0,140.707965,2.654867,52.535,69.91,False,True,False,0.0,1,True,69.72,160.0,20.41,15.8,0.384,41.145833333333336,2.1538,0.0,2.1538,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
232.0,2023-10-04,Hasbaya,2023-10-03,186.17,180.0,64.0,108.176991,1.690265,58.48,73.87,False,True,False,0.0,1,False,69.72,160.0,20.41,11.4,0.2688,42.41071428571428,1.2515,0.0,1.2515,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
233.0,2023-10-04,Hasbaya,2023-10-03,215.71,210.0,89.0,187.188791,2.103245,53.06,69.12,False,True,False,0.0,1,False,69.72,160.0,20.41,13.8,0.3456,39.93055555555556,1.437,0.0,1.437,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
234.0,2023-10-04,Hasbaya,2023-10-03,207.83,200.0,83.0,164.041298,1.976401,57.345,74.08,False,True,False,0.0,1,False,69.72,160.0,20.41,13.6,0.3904,34.83606557377048,0.8915,0.0,0.8915,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
235.0,2023-10-04,Hasbaya,2023-10-03,185.23,180.0,78.0,158.761062,2.035398,55.445,70.15,False,True,False,0.0,1,False,69.72,160.0,20.41,12.5,0.32,39.0625,1.3354,0.0,1.3354,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
236.0,2023-10-04,Hasbaya,2023-10-03,185.75,180.0,76.0,220.153392,2.896755,56.58,70.94,False,True,False,0.0,1,False,69.72,160.0,20.41,12.8,0.3904,32.78688524590164,1.1,0.0,1.1,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
237.0,2023-10-04,Hasbaya,2023-10-03,241.22,240.0,93.0,318.504425,3.424779,66.775,76.43,False,True,False,0.0,1,False,69.72,160.0,20.41,11.0,0.3135999999999999,35.0765306122449,1.3159,0.0,1.3159,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
238.0,2023-10-04,Hasbaya,2023-10-03,241.5,240.0,101.0,288.99705,2.861357,57.5,71.67,False,True,False,0.0,1,False,69.72,160.0,20.41,12.4,0.3135999999999999,39.54081632653062,1.4528,0.0,1.4528,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
239.0,2023-10-04,Hasbaya,2023-10-03,212.86,210.0,45.0,111.637168,2.480826,53.925,70.22,False,True,False,0.0,1,False,69.72,160.0,20.41,14.6,0.3392,43.04245283018867,1.4554,0.0,1.4554,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
240.0,2023-10-04,Hasbaya,2023-10-03,122.13,120.0,56.0,164.861357,2.943953,45.035,56.59,False,True,False,0.0,1,False,69.72,160.0,20.41,13.0,0.3519999999999999,36.93181818181819,1.6552,0.0,1.6552,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
241.0,2023-10-04,Hasbaya,2023-10-03,144.84,140.0,56.0,243.327434,4.345133,52.0,64.57,False,True,False,0.0,1,False,69.72,160.0,20.41,13.9,0.3904,35.604508196721305,0.8039,0.0,0.8039,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
242.0,2023-10-04,Hasbaya,2023-10-03,205.42,200.0,81.0,192.345133,2.374631,58.47,73.87,False,True,False,0.0,1,False,69.72,160.0,20.41,15.0,0.3648,41.118421052631575,1.5573,0.0,1.5573,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
243.0,2023-10-04,Hasbaya,2023-10-03,198.78,190.0,74.0,195.150442,2.637168,61.545,76.59,False,True,False,0.0,1,False,69.72,160.0,20.41,13.0,0.416,31.25,1.2714,0.0,1.2714,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
244.0,2023-10-04,Hasbaya,2023-10-03,154.59,150.0,63.0,129.159292,2.050147,50.43,65.07,False,True,False,0.0,1,False,69.72,160.0,20.41,15.0,0.3519999999999999,42.61363636363637,1.8627,0.0,1.8627,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
245.0,2023-10-04,Hasbaya,2023-10-03,198.77,190.0,72.0,133.59292,1.855457,57.13,75.96,False,True,False,0.0,1,False,69.72,160.0,20.41,12.0,0.288,41.66666666666666,1.7826,0.0,1.7826,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
246.0,2023-10-04,Hasbaya,2023-10-03,188.19,180.0,73.0,276.710914,3.79056,58.015,68.86,False,True,False,0.0,1,False,69.72,160.0,20.41,13.2,0.4096,32.22656249999999,1.3238,0.0,1.3238,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
247.0,2023-10-04,Hasbaya,2023-10-03,280.5,270.0,120.0,327.433628,2.728614,67.445,80.91,False,True,False,0.0,1,False,69.72,160.0,20.41,13.0,0.3519999999999999,36.93181818181819,1.5531,0.0,1.5531,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
248.0,2023-10-04,Hasbaya,2023-10-03,193.79,190.0,82.0,250.59587,3.056047,57.895,68.94,False,True,False,0.0,1,False,69.72,160.0,20.41,14.0,0.3968,35.28225806451613,1.3814,0.0,1.3814,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
249.0,2023-10-04,Hasbaya,2023-10-03,340.97,320.0,121.0,367.640118,3.038348,71.575,85.46,False,True,False,0.0,1,False,69.72,160.0,20.41,13.6,0.3776,36.01694915254237,1.6744,0.0,1.6744,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
250.0,2023-10-04,Hasbaya,2023-10-03,194.11,190.0,73.0,282.525074,3.870206,56.2,71.54,False,True,False,0.0,1,True,69.72,160.0,20.41,15.4,0.4352,35.3860294117647,2.0076,0.0,2.0076,False,0.0,0.0,0.0,1,0.25,0.4027777777777778
251.0,2023-10-04,Rachiine,2023-10-04,313.11,300.0,107.0,299.83516,2.802198,70.97,74.0,False,False,True,0.037037,0,True,71.67,223.0,21.62,15.9,0.5632,28.23153409090909,1.0428,0.0,1.0428,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
252.0,2023-10-04,Rachiine,2023-10-04,345.96,340.0,138.0,406.41758,2.945055,80.195,88.96,False,False,True,0.037037,0,True,71.67,223.0,21.62,16.0,0.4437333333333333,36.05769230769232,2.1639,0.0,2.1639,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
253.0,2023-10-04,Rachiine,2023-10-04,368.03,360.0,150.0,419.78022,2.798535,74.74,90.45,False,False,True,0.037037,0,False,71.67,223.0,21.62,15.0,0.4906666666666666,30.570652173913047,1.6366,0.0,1.6366,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
254.0,2023-10-04,Rachiine,2023-10-04,399.51,390.0,160.0,430.18315,2.688645,78.94,93.8,False,False,True,0.037037,0,False,71.67,223.0,21.62,15.0,0.4949333333333333,30.307112068965512,1.893,0.0,1.893,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
255.0,2023-10-04,Rachiine,2023-10-04,383.07,380.0,134.0,511.94872,3.820513,83.775,87.63,False,False,True,0.037037,0,True,71.67,223.0,21.62,15.2,0.5418666666666667,28.0511811023622,2.1774,0.0,2.1774,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
256.0,2023-10-04,Rachiine,2023-10-04,326.86,320.0,132.0,324.92308,2.461538,75.245,85.78,False,False,True,0.037037,0,True,71.67,223.0,21.62,15.5,0.4736,32.72804054054053,1.8553,0.0,1.8553,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
257.0,2023-10-04,Rachiine,2023-10-04,328.3,320.0,130.0,240.0,1.846154,73.79,85.07,False,False,True,0.037037,0,True,71.67,223.0,21.62,15.2,0.4693333333333333,32.38636363636363,1.78,0.0,1.78,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
258.0,2023-10-04,Rachiine,2023-10-04,310.9,310.0,100.0,504.0293,5.040293,75.68,87.0,False,False,True,0.037037,0,False,71.67,223.0,21.62,14.9,0.4480000000000001,33.25892857142856,0.0,1.87684,1.87684,True,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
259.0,2023-10-04,Rachiine,2023-10-04,502.95,500.0,176.0,635.663,3.611722,85.68,96.12,False,False,True,0.037037,0,True,71.67,223.0,21.62,15.1,0.4906666666666666,30.774456521739133,2.4519,0.0,2.4519,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
260.0,2023-10-04,Rachiine,2023-10-04,391.78,380.0,158.0,561.39194,3.553114,80.425,84.98,False,False,True,0.037037,0,False,71.67,223.0,21.62,14.9,0.4096,36.376953125,2.1719,0.0,2.1719,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
261.0,2023-10-04,Rachiine,2023-10-04,431.28,430.0,146.0,341.20147,2.336996,83.15,86.21,False,False,True,0.037037,0,True,71.67,223.0,21.62,15.5,0.4650666666666667,33.32855504587155,2.376,0.0,2.376,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
262.0,2023-10-04,Rachiine,2023-10-04,303.84,300.0,121.0,304.93773,2.520147,72.205,81.07,False,False,True,0.037037,0,False,71.67,223.0,21.62,15.0,0.5333333333333333,28.125,1.8839,0.0,1.8839,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
263.0,2023-10-04,Rachiine,2023-10-04,317.13,310.0,103.0,299.19048,2.904762,75.17,82.6,False,False,True,0.037037,0,False,71.67,223.0,21.62,15.0,0.4394666666666666,34.13228155339806,0.0,1.69903,1.69903,True,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
264.0,2023-10-04,Rachiine,2023-10-04,384.81,380.0,156.0,293.71429,1.882784,82.99,89.41,False,False,True,0.037037,0,False,71.67,223.0,21.62,14.5,0.4522666666666667,32.06073113207547,1.903,0.0,1.903,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
265.0,2023-10-04,Rachiine,2023-10-04,409.54,390.0,165.0,458.13187,2.776557,83.165,91.88,False,False,True,0.037037,0,True,71.67,223.0,21.62,15.1,0.4778666666666667,31.59877232142857,2.0191,0.0,2.0191,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
266.0,2023-10-04,Rachiine,2023-10-04,322.57,310.0,109.0,283.87912,2.604396,80.24,80.02,False,False,True,0.037037,0,False,71.67,223.0,21.62,14.4,0.4394666666666666,32.76699029126214,1.7187,0.0,1.7187,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
267.0,2023-10-04,Rachiine,2023-10-04,301.08,290.0,115.0,241.37363,2.098901,74.875,78.06,False,False,True,0.037037,0,True,71.67,223.0,21.62,15.2,0.4864,31.25,1.5341,0.0,1.5341,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
268.0,2023-10-04,Rachiine,2023-10-04,309.19,300.0,124.0,266.62271,2.150183,76.165,84.48,False,False,True,0.037037,0,False,71.67,223.0,21.62,14.5,0.4394666666666666,32.994538834951456,1.4743,0.0,1.4743,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
269.0,2023-10-04,Rachiine,2023-10-04,305.62,290.0,122.0,226.57143,1.857143,80.48,84.1,False,False,True,0.037037,0,False,71.67,223.0,21.62,14.5,0.4266666666666666,33.984375,1.8501,0.0,1.8501,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
270.0,2023-10-04,Rachiine,2023-10-04,373.7,350.0,150.0,390.10989,2.600733,81.72,87.59,False,False,True,0.037037,0,True,71.67,223.0,21.62,15.2,0.5077333333333333,29.93697478991596,2.4433,0.0,2.4433,False,6.0,0.037037037037037,0.0,0,0.0,0.4166666666666667
271.0,2023-10-06,ElJahliye,2023-10-05,107.66,110.0,33.0,112.41758,3.406593,46.67,56.01,True,False,False,0.074074,1,False,55.9,130.0,21.28,14.1,0.3114666666666666,45.26969178082192,0.0,2.654357,2.654357,True,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
272.0,2023-10-06,ElJahliye,2023-10-05,213.38,200.0,83.0,252.04029,3.03663,62.5,69.26,True,False,False,0.074074,1,False,55.9,130.0,21.28,15.0,0.3413333333333333,43.9453125,2.7202,0.0,2.7202,False,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
273.0,2023-10-06,ElJahliye,2023-10-05,154.68,150.0,54.0,154.87912,2.868132,51.07,66.92,True,False,False,0.074074,1,True,55.9,130.0,21.28,15.3,0.3328,45.973557692307686,2.5639,0.0,2.5639,False,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
274.0,2023-10-06,ElJahliye,2023-10-05,108.16,100.0,36.0,100.21978,2.783883,48.105,57.41,True,False,False,0.074074,1,False,55.9,130.0,21.28,15.0,0.3114666666666666,48.15924657534247,0.0,3.288572,3.288572,True,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
275.0,2023-10-06,ElJahliye,2023-10-05,158.36,150.0,52.0,135.80952,2.611722,54.705,64.18,True,False,False,0.074074,1,True,55.9,130.0,21.28,15.7,0.2986666666666666,52.56696428571428,0.0,3.15715,3.15715,True,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
276.0,2023-10-06,ElJahliye,2023-10-05,208.82,200.0,73.0,248.41392,3.40293,59.235,73.05,True,False,False,0.074074,1,False,55.9,130.0,21.28,14.9,0.3328,44.771634615384606,3.1224,0.0,3.1224,False,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
277.0,2023-10-06,ElJahliye,2023-10-05,152.42,150.0,56.0,163.69231,2.923077,52.655,64.83,True,False,False,0.074074,1,False,55.9,130.0,21.28,15.0,0.3584,41.85267857142856,3.2993,0.0,3.2993,False,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
278.0,2023-10-06,ElJahliye,2023-10-05,151.74,150.0,55.0,202.0696,3.673993,53.725,62.51,True,False,False,0.074074,1,False,55.9,130.0,21.28,15.0,0.3370666666666666,44.50158227848101,3.3718,0.0,3.3718,False,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
279.0,2023-10-06,ElJahliye,2023-10-05,134.93,130.0,50.0,152.1978,3.043956,50.295,60.76,True,False,False,0.074074,1,False,55.9,130.0,21.28,14.8,0.3072,48.17708333333333,0.0,5.458505,5.458505,True,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
280.0,2023-10-06,ElJahliye,2023-10-05,208.38,200.0,73.0,206.69963,2.831502,58.985,73.04,True,False,False,0.074074,1,True,55.9,130.0,21.28,15.5,0.32,48.4375,3.202,0.0,3.202,False,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
281.0,2023-10-06,ElJahliye,2023-10-05,124.78,120.0,41.0,118.64469,2.893773,47.49,59.83,True,False,False,0.074074,1,True,55.9,130.0,21.28,15.5,0.3157333333333333,49.09206081081081,2.2394,0.0,2.2394,False,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
282.0,2023-10-06,ElJahliye,2023-10-05,141.9,140.0,51.0,153.18681,3.003663,49.75,65.33,True,False,False,0.074074,1,False,55.9,130.0,21.28,15.0,0.3584,41.85267857142856,2.6653,0.0,2.6653,False,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
283.0,2023-10-06,ElJahliye,2023-10-05,138.02,130.0,40.0,127.61905,3.190476,50.525,65.36,True,False,False,0.074074,1,True,55.9,130.0,21.28,15.1,0.3242666666666667,46.56661184210526,0.0,3.253947,3.253947,True,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
284.0,2023-10-06,ElJahliye,2023-10-05,119.54,120.0,43.0,155.93407,3.626374,47.555,59.03,True,False,False,0.074074,1,False,55.9,130.0,21.28,14.7,0.3114666666666667,47.196061643835606,3.43,0.0,3.43,False,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
285.0,2023-10-06,ElJahliye,2023-10-05,115.55,110.0,40.0,104.0293,2.600733,48.14,57.9,True,False,False,0.074074,1,False,55.9,130.0,21.28,13.0,0.3242666666666667,40.09046052631578,0.0,2.716515,2.716515,True,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
286.0,2023-10-06,ElJahliye,2023-10-05,175.95,170.0,63.0,229.38462,3.641026,56.555,65.47,True,False,False,0.074074,1,False,55.9,130.0,21.28,14.5,0.3370666666666666,43.01819620253164,2.794,0.0,2.794,False,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
287.0,2023-10-06,ElJahliye,2023-10-05,239.96,230.0,86.0,265.56044,3.087912,62.655,76.84,True,False,False,0.074074,1,True,55.9,130.0,21.28,15.2,0.3370666666666666,45.09493670886076,2.7951,0.0,2.7951,False,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
288.0,2023-10-06,ElJahliye,2023-10-05,190.96,180.0,65.0,193.09524,2.970696,59.575,69.77,True,False,False,0.074074,1,True,55.9,130.0,21.28,15.2,0.3242666666666667,46.87499999999999,3.2705,0.0,3.2705,False,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
289.0,2023-10-06,ElJahliye,2023-10-05,239.92,230.0,90.0,255.82418,2.842491,62.92,76.57,True,False,False,0.074074,1,True,55.9,130.0,21.28,15.4,0.4096,37.59765625,2.9238,0.0,2.9238,False,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
292.0,2023-10-06,ElJahliye,2023-10-05,184.86,180.0,60.0,174.94505,2.915751,56.12,67.21,True,False,False,0.074074,1,True,55.9,130.0,21.28,15.6,0.384,40.62499999999999,0.0,2.674899,2.674899,True,0.0,0.074074074074074,0.074074074074074,1,0.25,0.4305555555555556
293.0,2023-10-06,ElJahliye,2023-10-06,164.62,160.0,52.0,127.42857,2.450549,54.185,64.99,True,False,False,0.111111,0,False,73.88,147.0,19.84,14.8,0.3285333333333333,45.048701298701296,2.6723,0.0,2.6723,False,0.0,0.1111111111111111,0.074074074074074,0,0.0,0.4444444444444444
294.0,2023-10-06,ElJahliye,2023-10-06,269.72,260.0,111.0,290.71429,2.619048,63.24,77.09,True,False,False,0.111111,0,False,73.88,147.0,19.84,15.0,0.3242666666666667,46.25822368421052,2.5532,0.0,2.5532,False,0.0,0.1111111111111111,0.074074074074074,0,0.0,0.4444444444444444
295.0,2023-10-06,ElJahliye,2023-10-06,308.71,290.0,118.0,302.13187,2.56044,68.83,81.77,True,False,False,0.111111,0,False,73.88,147.0,19.84,14.8,0.3242666666666667,45.64144736842105,2.5658,0.0,2.5658,False,0.0,0.1111111111111111,0.074074074074074,0,0.0,0.4444444444444444
296.0,2023-10-11,Hasbaya,2023-10-10,244.5,240.0,96.0,269.71429,2.809524,61.325,77.09,False,True,False,0.259259,1,False,73.95,130.0,20.7,14.7,0.3754666666666666,39.15127840909091,0.944,0.0,0.944,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
297.0,2023-10-11,Hasbaya,2023-10-10,234.99,230.0,94.0,205.21612,2.18315,61.805,73.16,False,True,False,0.259259,1,False,73.95,130.0,20.7,14.8,0.3754666666666666,39.41761363636364,1.7155,0.0,1.7155,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
298.0,2023-10-11,Hasbaya,2023-10-10,303.23,300.0,32.0,84.630037,2.644689,59.905,79.4,False,True,False,0.259259,1,False,73.95,130.0,20.7,15.0,0.3882666666666667,38.63324175824175,0.9001,0.0,0.9001,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
299.0,2023-10-11,Hasbaya,2023-10-10,279.0,270.0,115.0,240.53114,2.091575,64.475,76.71,False,True,False,0.259259,1,False,73.95,130.0,20.7,15.0,0.3968000000000001,37.8024193548387,1.2168,0.0,1.2168,False,3.2,0.2592592592592592,0.2592592592592592,1,0.25,0.5
